"","date_ymd","region","n()"
"1","2015-1-1","77",1
"2","2015-1-1","78",1
"3","2015-1-1","79",1
"4","2015-1-1","80",3
"5","2015-1-1","81",1
"6","2015-1-1","83",1
"7","2015-1-1","87",2
"8","2015-1-1","88",2
"9","2015-1-1","89",4
"10","2015-1-1","90",3
"11","2015-1-1","107",1
"12","2015-1-1","114",1
"13","2015-1-1","119",2
"14","2015-1-1","120",2
"15","2015-1-1","139",1
"16","2015-1-1","144",1
"17","2015-1-1","148",1
"18","2015-1-1",NA,28
"19","2015-1-10","78",1
"20","2015-1-10","82",2
"21","2015-1-10","83",1
"22","2015-1-10","85",1
"23","2015-1-10","88",3
"24","2015-1-10","89",1
"25","2015-1-10","90",6
"26","2015-1-10","107",2
"27","2015-1-10","108",1
"28","2015-1-10","114",1
"29","2015-1-10","115",1
"30","2015-1-10","117",2
"31","2015-1-10","119",1
"32","2015-1-10","137",1
"33","2015-1-10","138",1
"34","2015-1-10","144",1
"35","2015-1-10","146",1
"36","2015-1-10",NA,15
"37","2015-1-11","77",1
"38","2015-1-11","79",1
"39","2015-1-11","82",4
"40","2015-1-11","86",1
"41","2015-1-11","89",2
"42","2015-1-11","90",5
"43","2015-1-11","107",1
"44","2015-1-11","116",1
"45","2015-1-11","118",1
"46","2015-1-11","119",1
"47","2015-1-11","140",1
"48","2015-1-11","141",1
"49","2015-1-11",NA,20
"50","2015-1-12","79",1
"51","2015-1-12","81",3
"52","2015-1-12","87",1
"53","2015-1-12","88",1
"54","2015-1-12","90",4
"55","2015-1-12","107",1
"56","2015-1-12","108",1
"57","2015-1-12","109",2
"58","2015-1-12","111",1
"59","2015-1-12","118",1
"60","2015-1-12","140",1
"61","2015-1-12","141",2
"62","2015-1-12","142",2
"63","2015-1-12","146",1
"64","2015-1-12","149",1
"65","2015-1-12",NA,26
"66","2015-1-13","77",1
"67","2015-1-13","81",2
"68","2015-1-13","82",1
"69","2015-1-13","108",1
"70","2015-1-13","110",1
"71","2015-1-13","113",1
"72","2015-1-13","119",1
"73","2015-1-13","120",1
"74","2015-1-13","137",1
"75","2015-1-13","139",1
"76","2015-1-13","148",2
"77","2015-1-13",NA,16
"78","2015-1-14","78",1
"79","2015-1-14","79",3
"80","2015-1-14","83",1
"81","2015-1-14","89",1
"82","2015-1-14","90",3
"83","2015-1-14","107",2
"84","2015-1-14","109",1
"85","2015-1-14","110",1
"86","2015-1-14","111",1
"87","2015-1-14","116",1
"88","2015-1-14","117",1
"89","2015-1-14","136",1
"90","2015-1-14","141",1
"91","2015-1-14","146",2
"92","2015-1-14",NA,22
"93","2015-1-15","76",1
"94","2015-1-15","80",1
"95","2015-1-15","82",1
"96","2015-1-15","87",1
"97","2015-1-15","89",1
"98","2015-1-15","90",1
"99","2015-1-15","109",2
"100","2015-1-15","112",1
"101","2015-1-15","116",2
"102","2015-1-15","117",1
"103","2015-1-15","119",1
"104","2015-1-15","120",1
"105","2015-1-15","137",1
"106","2015-1-15","138",2
"107","2015-1-15","146",1
"108","2015-1-15","149",1
"109","2015-1-15","150",2
"110","2015-1-15",NA,25
"111","2015-1-16","79",1
"112","2015-1-16","83",1
"113","2015-1-16","88",2
"114","2015-1-16","89",2
"115","2015-1-16","107",1
"116","2015-1-16","109",1
"117","2015-1-16","118",2
"118","2015-1-16","119",2
"119","2015-1-16","136",1
"120","2015-1-16","138",1
"121","2015-1-16","142",1
"122","2015-1-16","144",1
"123","2015-1-16","146",2
"124","2015-1-16","148",1
"125","2015-1-16",NA,28
"126","2015-1-17","78",2
"127","2015-1-17","80",1
"128","2015-1-17","81",3
"129","2015-1-17","88",2
"130","2015-1-17","90",2
"131","2015-1-17","107",1
"132","2015-1-17","108",1
"133","2015-1-17","111",1
"134","2015-1-17","112",1
"135","2015-1-17","114",1
"136","2015-1-17","118",1
"137","2015-1-17","119",1
"138","2015-1-17","120",1
"139","2015-1-17","140",1
"140","2015-1-17","141",1
"141","2015-1-17","142",2
"142","2015-1-17","145",1
"143","2015-1-17","146",1
"144","2015-1-17","149",1
"145","2015-1-17","150",1
"146","2015-1-17",NA,23
"147","2015-1-18","79",3
"148","2015-1-18","80",1
"149","2015-1-18","82",1
"150","2015-1-18","89",1
"151","2015-1-18","90",1
"152","2015-1-18","109",1
"153","2015-1-18","110",1
"154","2015-1-18","114",1
"155","2015-1-18","119",1
"156","2015-1-18","144",1
"157","2015-1-18","146",1
"158","2015-1-18",NA,10
"159","2015-1-19","78",1
"160","2015-1-19","82",1
"161","2015-1-19","86",1
"162","2015-1-19","88",1
"163","2015-1-19","89",2
"164","2015-1-19","117",2
"165","2015-1-19","119",1
"166","2015-1-19","144",2
"167","2015-1-19","145",1
"168","2015-1-19","146",2
"169","2015-1-19",NA,23
"170","2015-1-2","78",1
"171","2015-1-2","79",1
"172","2015-1-2","84",1
"173","2015-1-2","88",1
"174","2015-1-2","89",1
"175","2015-1-2","90",2
"176","2015-1-2","115",2
"177","2015-1-2","118",1
"178","2015-1-2","136",1
"179","2015-1-2","149",1
"180","2015-1-2","150",1
"181","2015-1-2",NA,19
"182","2015-1-20","78",1
"183","2015-1-20","79",1
"184","2015-1-20","80",2
"185","2015-1-20","81",1
"186","2015-1-20","82",1
"187","2015-1-20","84",1
"188","2015-1-20","90",2
"189","2015-1-20","112",2
"190","2015-1-20","114",2
"191","2015-1-20","115",1
"192","2015-1-20","117",2
"193","2015-1-20","120",1
"194","2015-1-20","142",1
"195","2015-1-20",NA,27
"196","2015-1-21","78",1
"197","2015-1-21","79",2
"198","2015-1-21","87",2
"199","2015-1-21","107",2
"200","2015-1-21","111",1
"201","2015-1-21","112",1
"202","2015-1-21","119",1
"203","2015-1-21","120",2
"204","2015-1-21","138",1
"205","2015-1-21","144",1
"206","2015-1-21","149",2
"207","2015-1-21","150",1
"208","2015-1-21",NA,26
"209","2015-1-22","76",1
"210","2015-1-22","79",3
"211","2015-1-22","82",1
"212","2015-1-22","87",1
"213","2015-1-22","89",2
"214","2015-1-22","107",3
"215","2015-1-22","113",1
"216","2015-1-22","114",1
"217","2015-1-22","115",3
"218","2015-1-22","119",1
"219","2015-1-22","144",1
"220","2015-1-22","148",1
"221","2015-1-22",NA,18
"222","2015-1-23","81",1
"223","2015-1-23","90",1
"224","2015-1-23","110",1
"225","2015-1-23","113",1
"226","2015-1-23","116",1
"227","2015-1-23","117",1
"228","2015-1-23","119",1
"229","2015-1-23","141",1
"230","2015-1-23","145",1
"231","2015-1-23","148",1
"232","2015-1-23",NA,20
"233","2015-1-24","81",1
"234","2015-1-24","90",1
"235","2015-1-24","114",1
"236","2015-1-24","115",2
"237","2015-1-24","116",1
"238","2015-1-24","138",1
"239","2015-1-24","142",1
"240","2015-1-24","150",1
"241","2015-1-24",NA,17
"242","2015-1-25","77",1
"243","2015-1-25","81",2
"244","2015-1-25","84",1
"245","2015-1-25","88",2
"246","2015-1-25","89",1
"247","2015-1-25","90",1
"248","2015-1-25","107",1
"249","2015-1-25","115",1
"250","2015-1-25","137",2
"251","2015-1-25","139",1
"252","2015-1-25","143",1
"253","2015-1-25","146",2
"254","2015-1-25","148",2
"255","2015-1-25","150",3
"256","2015-1-25",NA,13
"257","2015-1-26","77",1
"258","2015-1-26","79",1
"259","2015-1-26","81",1
"260","2015-1-26","82",3
"261","2015-1-26","87",1
"262","2015-1-26","88",1
"263","2015-1-26","90",2
"264","2015-1-26","108",1
"265","2015-1-26","110",2
"266","2015-1-26","119",2
"267","2015-1-26","150",2
"268","2015-1-26",NA,33
"269","2015-1-27","76",1
"270","2015-1-27","78",1
"271","2015-1-27","81",1
"272","2015-1-27","82",1
"273","2015-1-27","88",2
"274","2015-1-27","89",3
"275","2015-1-27","90",3
"276","2015-1-27","107",1
"277","2015-1-27","110",1
"278","2015-1-27","115",1
"279","2015-1-27","116",1
"280","2015-1-27","120",2
"281","2015-1-27","138",1
"282","2015-1-27","148",1
"283","2015-1-27","149",1
"284","2015-1-27",NA,24
"285","2015-1-28","77",1
"286","2015-1-28","80",1
"287","2015-1-28","88",1
"288","2015-1-28","90",1
"289","2015-1-28","107",1
"290","2015-1-28","108",1
"291","2015-1-28","118",1
"292","2015-1-28","120",1
"293","2015-1-28","136",1
"294","2015-1-28","139",1
"295","2015-1-28","142",1
"296","2015-1-28","144",1
"297","2015-1-28","149",1
"298","2015-1-28",NA,24
"299","2015-1-29","78",1
"300","2015-1-29","79",2
"301","2015-1-29","82",3
"302","2015-1-29","86",2
"303","2015-1-29","88",2
"304","2015-1-29","108",1
"305","2015-1-29","109",2
"306","2015-1-29","110",1
"307","2015-1-29","116",1
"308","2015-1-29",NA,14
"309","2015-1-3","77",1
"310","2015-1-3","79",2
"311","2015-1-3","80",3
"312","2015-1-3","81",1
"313","2015-1-3","88",4
"314","2015-1-3","89",3
"315","2015-1-3","90",4
"316","2015-1-3","107",1
"317","2015-1-3","115",2
"318","2015-1-3","117",2
"319","2015-1-3","119",1
"320","2015-1-3","120",2
"321","2015-1-3","136",1
"322","2015-1-3","137",3
"323","2015-1-3","138",1
"324","2015-1-3","139",1
"325","2015-1-3","141",1
"326","2015-1-3","144",1
"327","2015-1-3","146",2
"328","2015-1-3",NA,33
"329","2015-1-30","81",1
"330","2015-1-30","82",1
"331","2015-1-30","84",2
"332","2015-1-30","86",1
"333","2015-1-30","90",2
"334","2015-1-30","106",1
"335","2015-1-30","108",1
"336","2015-1-30","113",1
"337","2015-1-30","114",2
"338","2015-1-30","119",1
"339","2015-1-30","139",1
"340","2015-1-30","140",1
"341","2015-1-30","141",1
"342","2015-1-30","146",1
"343","2015-1-30",NA,26
"344","2015-1-31","78",1
"345","2015-1-31","80",1
"346","2015-1-31","82",1
"347","2015-1-31","88",2
"348","2015-1-31","89",2
"349","2015-1-31","90",5
"350","2015-1-31","110",1
"351","2015-1-31","114",1
"352","2015-1-31","117",1
"353","2015-1-31","119",2
"354","2015-1-31","120",1
"355","2015-1-31","137",1
"356","2015-1-31","139",1
"357","2015-1-31","144",1
"358","2015-1-31",NA,16
"359","2015-1-4","79",1
"360","2015-1-4","82",2
"361","2015-1-4","84",1
"362","2015-1-4","88",2
"363","2015-1-4","90",1
"364","2015-1-4","107",2
"365","2015-1-4","114",1
"366","2015-1-4","118",1
"367","2015-1-4","119",2
"368","2015-1-4","120",4
"369","2015-1-4","137",1
"370","2015-1-4","139",1
"371","2015-1-4","143",1
"372","2015-1-4","146",1
"373","2015-1-4",NA,12
"374","2015-1-5","76",1
"375","2015-1-5","79",1
"376","2015-1-5","80",1
"377","2015-1-5","88",2
"378","2015-1-5","89",1
"379","2015-1-5","90",5
"380","2015-1-5","107",3
"381","2015-1-5","110",1
"382","2015-1-5","112",1
"383","2015-1-5","117",1
"384","2015-1-5","120",1
"385","2015-1-5","138",1
"386","2015-1-5","139",1
"387","2015-1-5","150",2
"388","2015-1-5",NA,28
"389","2015-1-6","82",1
"390","2015-1-6","86",1
"391","2015-1-6","89",1
"392","2015-1-6","90",1
"393","2015-1-6","107",2
"394","2015-1-6","109",1
"395","2015-1-6","112",1
"396","2015-1-6","141",1
"397","2015-1-6","143",1
"398","2015-1-6","144",1
"399","2015-1-6","148",1
"400","2015-1-6",NA,10
"401","2015-1-7","76",1
"402","2015-1-7","78",2
"403","2015-1-7","79",2
"404","2015-1-7","81",1
"405","2015-1-7","82",2
"406","2015-1-7","86",1
"407","2015-1-7","88",1
"408","2015-1-7","89",1
"409","2015-1-7","90",3
"410","2015-1-7","110",1
"411","2015-1-7","120",1
"412","2015-1-7","139",1
"413","2015-1-7","147",1
"414","2015-1-7",NA,17
"415","2015-1-8","80",1
"416","2015-1-8","81",2
"417","2015-1-8","82",2
"418","2015-1-8","87",2
"419","2015-1-8","88",1
"420","2015-1-8","90",4
"421","2015-1-8","110",2
"422","2015-1-8","115",1
"423","2015-1-8","116",1
"424","2015-1-8","119",1
"425","2015-1-8","137",2
"426","2015-1-8","138",2
"427","2015-1-8","139",2
"428","2015-1-8","144",1
"429","2015-1-8","146",1
"430","2015-1-8","147",1
"431","2015-1-8","149",1
"432","2015-1-8",NA,31
"433","2015-1-9","79",1
"434","2015-1-9","81",1
"435","2015-1-9","82",1
"436","2015-1-9","83",3
"437","2015-1-9","87",1
"438","2015-1-9","88",1
"439","2015-1-9","89",5
"440","2015-1-9","90",4
"441","2015-1-9","107",1
"442","2015-1-9","116",1
"443","2015-1-9","117",1
"444","2015-1-9","137",1
"445","2015-1-9","138",2
"446","2015-1-9","144",1
"447","2015-1-9","146",1
"448","2015-1-9",NA,32
"449","2015-10-1","79",1
"450","2015-10-1","82",2
"451","2015-10-1","83",2
"452","2015-10-1","87",1
"453","2015-10-1","88",2
"454","2015-10-1","89",1
"455","2015-10-1","90",1
"456","2015-10-1","107",1
"457","2015-10-1","109",1
"458","2015-10-1","112",1
"459","2015-10-1","114",1
"460","2015-10-1","117",1
"461","2015-10-1","119",2
"462","2015-10-1","137",2
"463","2015-10-1","138",1
"464","2015-10-1","139",1
"465","2015-10-1","141",1
"466","2015-10-1","143",1
"467","2015-10-1","146",1
"468","2015-10-1","148",1
"469","2015-10-1",NA,29
"470","2015-10-10","76",1
"471","2015-10-10","78",1
"472","2015-10-10","79",1
"473","2015-10-10","82",2
"474","2015-10-10","84",1
"475","2015-10-10","89",1
"476","2015-10-10","90",2
"477","2015-10-10","110",1
"478","2015-10-10","117",1
"479","2015-10-10","119",1
"480","2015-10-10","120",2
"481","2015-10-10","137",1
"482","2015-10-10","146",1
"483","2015-10-10","149",1
"484","2015-10-10",NA,26
"485","2015-10-11","81",1
"486","2015-10-11","82",1
"487","2015-10-11","83",1
"488","2015-10-11","86",1
"489","2015-10-11","87",1
"490","2015-10-11","88",2
"491","2015-10-11","89",4
"492","2015-10-11","90",5
"493","2015-10-11","107",3
"494","2015-10-11","110",1
"495","2015-10-11","115",1
"496","2015-10-11","116",2
"497","2015-10-11","118",1
"498","2015-10-11","120",2
"499","2015-10-11","146",1
"500","2015-10-11",NA,15
"501","2015-10-12","79",1
"502","2015-10-12","80",3
"503","2015-10-12","81",2
"504","2015-10-12","82",1
"505","2015-10-12","84",1
"506","2015-10-12","85",1
"507","2015-10-12","88",1
"508","2015-10-12","90",3
"509","2015-10-12","107",1
"510","2015-10-12","113",1
"511","2015-10-12","114",1
"512","2015-10-12","117",1
"513","2015-10-12","120",1
"514","2015-10-12","137",4
"515","2015-10-12","138",1
"516","2015-10-12","141",1
"517","2015-10-12","148",2
"518","2015-10-12","150",1
"519","2015-10-12",NA,29
"520","2015-10-13","78",1
"521","2015-10-13","79",1
"522","2015-10-13","82",2
"523","2015-10-13","83",1
"524","2015-10-13","84",1
"525","2015-10-13","89",5
"526","2015-10-13","90",4
"527","2015-10-13","107",2
"528","2015-10-13","108",1
"529","2015-10-13","110",2
"530","2015-10-13","113",1
"531","2015-10-13","119",1
"532","2015-10-13","137",1
"533","2015-10-13","139",1
"534","2015-10-13","140",2
"535","2015-10-13","144",1
"536","2015-10-13","149",1
"537","2015-10-13",NA,29
"538","2015-10-14","80",1
"539","2015-10-14","81",1
"540","2015-10-14","84",1
"541","2015-10-14","90",3
"542","2015-10-14","108",2
"543","2015-10-14","111",1
"544","2015-10-14","116",1
"545","2015-10-14","120",1
"546","2015-10-14","137",1
"547","2015-10-14","139",1
"548","2015-10-14","143",1
"549","2015-10-14","144",1
"550","2015-10-14","146",1
"551","2015-10-14","150",2
"552","2015-10-14",NA,15
"553","2015-10-15","79",1
"554","2015-10-15","81",2
"555","2015-10-15","84",1
"556","2015-10-15","87",1
"557","2015-10-15","89",2
"558","2015-10-15","90",6
"559","2015-10-15","109",1
"560","2015-10-15","111",1
"561","2015-10-15","119",2
"562","2015-10-15","137",1
"563","2015-10-15","139",1
"564","2015-10-15","146",1
"565","2015-10-15",NA,21
"566","2015-10-16","82",1
"567","2015-10-16","83",1
"568","2015-10-16","87",1
"569","2015-10-16","88",1
"570","2015-10-16","90",2
"571","2015-10-16","107",1
"572","2015-10-16","110",1
"573","2015-10-16","114",2
"574","2015-10-16","118",1
"575","2015-10-16","119",2
"576","2015-10-16","140",2
"577","2015-10-16","143",2
"578","2015-10-16","146",1
"579","2015-10-16","148",1
"580","2015-10-16",NA,33
"581","2015-10-17","78",1
"582","2015-10-17","79",1
"583","2015-10-17","80",3
"584","2015-10-17","84",2
"585","2015-10-17","86",1
"586","2015-10-17","87",2
"587","2015-10-17","88",1
"588","2015-10-17","89",2
"589","2015-10-17","90",3
"590","2015-10-17","106",1
"591","2015-10-17","110",1
"592","2015-10-17","112",1
"593","2015-10-17","115",1
"594","2015-10-17","136",1
"595","2015-10-17","142",1
"596","2015-10-17","146",1
"597","2015-10-17",NA,32
"598","2015-10-18","78",1
"599","2015-10-18","79",1
"600","2015-10-18","80",1
"601","2015-10-18","82",1
"602","2015-10-18","90",2
"603","2015-10-18","106",1
"604","2015-10-18","109",1
"605","2015-10-18","114",1
"606","2015-10-18","119",1
"607","2015-10-18","138",1
"608","2015-10-18","139",1
"609","2015-10-18","146",2
"610","2015-10-18",NA,15
"611","2015-10-19","80",2
"612","2015-10-19","81",1
"613","2015-10-19","82",2
"614","2015-10-19","83",1
"615","2015-10-19","89",3
"616","2015-10-19","90",1
"617","2015-10-19","107",1
"618","2015-10-19","114",1
"619","2015-10-19","116",1
"620","2015-10-19","118",3
"621","2015-10-19","119",1
"622","2015-10-19","120",1
"623","2015-10-19","138",1
"624","2015-10-19","141",1
"625","2015-10-19","144",2
"626","2015-10-19","148",1
"627","2015-10-19","149",1
"628","2015-10-19",NA,19
"629","2015-10-2","80",1
"630","2015-10-2","81",2
"631","2015-10-2","82",1
"632","2015-10-2","85",1
"633","2015-10-2","86",1
"634","2015-10-2","88",1
"635","2015-10-2","90",2
"636","2015-10-2","110",1
"637","2015-10-2","112",2
"638","2015-10-2","115",1
"639","2015-10-2","137",1
"640","2015-10-2","139",1
"641","2015-10-2","146",3
"642","2015-10-2",NA,32
"643","2015-10-20","77",1
"644","2015-10-20","78",1
"645","2015-10-20","79",1
"646","2015-10-20","80",1
"647","2015-10-20","83",1
"648","2015-10-20","84",1
"649","2015-10-20","87",1
"650","2015-10-20","89",2
"651","2015-10-20","90",4
"652","2015-10-20","109",1
"653","2015-10-20","110",1
"654","2015-10-20","111",1
"655","2015-10-20","118",1
"656","2015-10-20","120",1
"657","2015-10-20","140",1
"658","2015-10-20","141",1
"659","2015-10-20","142",1
"660","2015-10-20","148",1
"661","2015-10-20","149",2
"662","2015-10-20","150",1
"663","2015-10-20",NA,20
"664","2015-10-21","82",3
"665","2015-10-21","84",1
"666","2015-10-21","87",1
"667","2015-10-21","88",1
"668","2015-10-21","89",1
"669","2015-10-21","90",4
"670","2015-10-21","107",1
"671","2015-10-21","115",1
"672","2015-10-21","117",1
"673","2015-10-21","118",1
"674","2015-10-21","119",1
"675","2015-10-21","144",1
"676","2015-10-21","146",1
"677","2015-10-21","150",1
"678","2015-10-21",NA,16
"679","2015-10-22","78",1
"680","2015-10-22","80",1
"681","2015-10-22","81",1
"682","2015-10-22","87",1
"683","2015-10-22","88",1
"684","2015-10-22","89",1
"685","2015-10-22","90",2
"686","2015-10-22","107",2
"687","2015-10-22","110",1
"688","2015-10-22","112",1
"689","2015-10-22","113",2
"690","2015-10-22","119",2
"691","2015-10-22","137",1
"692","2015-10-22","138",1
"693","2015-10-22","139",1
"694","2015-10-22","146",1
"695","2015-10-22",NA,24
"696","2015-10-23","77",2
"697","2015-10-23","78",1
"698","2015-10-23","79",1
"699","2015-10-23","80",1
"700","2015-10-23","81",5
"701","2015-10-23","87",1
"702","2015-10-23","88",1
"703","2015-10-23","89",1
"704","2015-10-23","90",5
"705","2015-10-23","107",1
"706","2015-10-23","108",1
"707","2015-10-23","114",1
"708","2015-10-23","120",1
"709","2015-10-23","136",1
"710","2015-10-23","138",1
"711","2015-10-23","141",1
"712","2015-10-23","144",2
"713","2015-10-23",NA,21
"714","2015-10-24","79",2
"715","2015-10-24","81",2
"716","2015-10-24","86",2
"717","2015-10-24","87",1
"718","2015-10-24","89",2
"719","2015-10-24","90",4
"720","2015-10-24","107",1
"721","2015-10-24","109",1
"722","2015-10-24","110",1
"723","2015-10-24","116",1
"724","2015-10-24","119",1
"725","2015-10-24","120",3
"726","2015-10-24","136",1
"727","2015-10-24","137",1
"728","2015-10-24","141",1
"729","2015-10-24","142",1
"730","2015-10-24","143",1
"731","2015-10-24",NA,34
"732","2015-10-25","78",1
"733","2015-10-25","79",1
"734","2015-10-25","80",3
"735","2015-10-25","84",2
"736","2015-10-25","85",1
"737","2015-10-25","87",1
"738","2015-10-25","88",1
"739","2015-10-25","89",2
"740","2015-10-25","90",3
"741","2015-10-25","118",1
"742","2015-10-25","146",1
"743","2015-10-25",NA,22
"744","2015-10-26","81",1
"745","2015-10-26","84",1
"746","2015-10-26","90",2
"747","2015-10-26","112",1
"748","2015-10-26","114",1
"749","2015-10-26","116",1
"750","2015-10-26","118",2
"751","2015-10-26","120",1
"752","2015-10-26","137",1
"753","2015-10-26",NA,16
"754","2015-10-27","76",1
"755","2015-10-27","79",3
"756","2015-10-27","80",1
"757","2015-10-27","81",3
"758","2015-10-27","82",5
"759","2015-10-27","83",1
"760","2015-10-27","84",1
"761","2015-10-27","87",1
"762","2015-10-27","88",1
"763","2015-10-27","90",4
"764","2015-10-27","111",1
"765","2015-10-27","112",2
"766","2015-10-27","113",1
"767","2015-10-27","114",4
"768","2015-10-27","118",3
"769","2015-10-27","119",1
"770","2015-10-27","120",1
"771","2015-10-27","136",1
"772","2015-10-27","139",2
"773","2015-10-27","140",6
"774","2015-10-27","141",2
"775","2015-10-27","147",1
"776","2015-10-27","150",1
"777","2015-10-27",NA,43
"778","2015-10-28","79",3
"779","2015-10-28","83",1
"780","2015-10-28","86",1
"781","2015-10-28","87",1
"782","2015-10-28","89",1
"783","2015-10-28","90",4
"784","2015-10-28","111",1
"785","2015-10-28","115",1
"786","2015-10-28","116",1
"787","2015-10-28","119",1
"788","2015-10-28","120",1
"789","2015-10-28","139",2
"790","2015-10-28","140",1
"791","2015-10-28","141",1
"792","2015-10-28",NA,39
"793","2015-10-29","80",1
"794","2015-10-29","83",1
"795","2015-10-29","87",1
"796","2015-10-29","90",2
"797","2015-10-29","107",3
"798","2015-10-29","108",1
"799","2015-10-29","116",1
"800","2015-10-29","143",1
"801","2015-10-29","144",1
"802","2015-10-29","146",1
"803","2015-10-29","149",1
"804","2015-10-29",NA,34
"805","2015-10-3","79",1
"806","2015-10-3","80",3
"807","2015-10-3","81",1
"808","2015-10-3","83",1
"809","2015-10-3","87",2
"810","2015-10-3","88",1
"811","2015-10-3","89",2
"812","2015-10-3","90",3
"813","2015-10-3","110",2
"814","2015-10-3","116",1
"815","2015-10-3","118",2
"816","2015-10-3","119",1
"817","2015-10-3","120",1
"818","2015-10-3","137",1
"819","2015-10-3","139",2
"820","2015-10-3","142",3
"821","2015-10-3","143",1
"822","2015-10-3","148",1
"823","2015-10-3","150",1
"824","2015-10-3",NA,23
"825","2015-10-30","79",1
"826","2015-10-30","80",1
"827","2015-10-30","86",3
"828","2015-10-30","87",1
"829","2015-10-30","90",4
"830","2015-10-30","107",1
"831","2015-10-30","111",1
"832","2015-10-30","114",1
"833","2015-10-30","119",2
"834","2015-10-30","139",1
"835","2015-10-30","141",1
"836","2015-10-30",NA,20
"837","2015-10-31","77",1
"838","2015-10-31","78",1
"839","2015-10-31","79",1
"840","2015-10-31","81",1
"841","2015-10-31","89",1
"842","2015-10-31","90",3
"843","2015-10-31","107",1
"844","2015-10-31","114",1
"845","2015-10-31","119",1
"846","2015-10-31","139",1
"847","2015-10-31","141",1
"848","2015-10-31","144",1
"849","2015-10-31","146",1
"850","2015-10-31",NA,24
"851","2015-10-4","80",1
"852","2015-10-4","82",1
"853","2015-10-4","84",1
"854","2015-10-4","87",1
"855","2015-10-4","89",3
"856","2015-10-4","114",4
"857","2015-10-4","116",2
"858","2015-10-4","119",1
"859","2015-10-4","138",1
"860","2015-10-4","139",1
"861","2015-10-4","144",1
"862","2015-10-4",NA,20
"863","2015-10-5","82",1
"864","2015-10-5","83",1
"865","2015-10-5","84",2
"866","2015-10-5","86",1
"867","2015-10-5","89",3
"868","2015-10-5","90",2
"869","2015-10-5","107",1
"870","2015-10-5","109",1
"871","2015-10-5","119",1
"872","2015-10-5","139",1
"873","2015-10-5","140",1
"874","2015-10-5","147",1
"875","2015-10-5",NA,33
"876","2015-10-6","77",1
"877","2015-10-6","79",1
"878","2015-10-6","81",2
"879","2015-10-6","82",1
"880","2015-10-6","87",1
"881","2015-10-6","89",1
"882","2015-10-6","90",3
"883","2015-10-6","107",2
"884","2015-10-6","112",2
"885","2015-10-6","115",2
"886","2015-10-6","119",1
"887","2015-10-6","120",1
"888","2015-10-6","141",2
"889","2015-10-6","142",1
"890","2015-10-6","148",1
"891","2015-10-6","149",2
"892","2015-10-6","150",2
"893","2015-10-6",NA,28
"894","2015-10-7","80",2
"895","2015-10-7","82",1
"896","2015-10-7","88",1
"897","2015-10-7","89",1
"898","2015-10-7","90",5
"899","2015-10-7","107",2
"900","2015-10-7","111",1
"901","2015-10-7","118",1
"902","2015-10-7","139",1
"903","2015-10-7","143",1
"904","2015-10-7","146",2
"905","2015-10-7",NA,30
"906","2015-10-8","79",1
"907","2015-10-8","81",1
"908","2015-10-8","88",1
"909","2015-10-8","89",2
"910","2015-10-8","90",2
"911","2015-10-8","107",1
"912","2015-10-8","110",1
"913","2015-10-8","117",1
"914","2015-10-8","118",1
"915","2015-10-8","119",2
"916","2015-10-8","138",1
"917","2015-10-8","140",1
"918","2015-10-8","143",1
"919","2015-10-8","146",2
"920","2015-10-8","149",1
"921","2015-10-8",NA,25
"922","2015-10-9","79",3
"923","2015-10-9","80",1
"924","2015-10-9","82",2
"925","2015-10-9","83",1
"926","2015-10-9","84",1
"927","2015-10-9","89",2
"928","2015-10-9","90",3
"929","2015-10-9","107",1
"930","2015-10-9","113",1
"931","2015-10-9","115",1
"932","2015-10-9","116",1
"933","2015-10-9","120",1
"934","2015-10-9","138",1
"935","2015-10-9","139",1
"936","2015-10-9","142",1
"937","2015-10-9","146",2
"938","2015-10-9","150",4
"939","2015-10-9",NA,24
"940","2015-11-1","79",1
"941","2015-11-1","81",2
"942","2015-11-1","87",1
"943","2015-11-1","89",2
"944","2015-11-1","90",3
"945","2015-11-1","106",1
"946","2015-11-1","115",1
"947","2015-11-1","117",1
"948","2015-11-1","118",1
"949","2015-11-1","119",2
"950","2015-11-1","120",1
"951","2015-11-1","137",1
"952","2015-11-1","139",2
"953","2015-11-1","141",2
"954","2015-11-1","143",2
"955","2015-11-1",NA,26
"956","2015-11-10","79",1
"957","2015-11-10","80",1
"958","2015-11-10","81",1
"959","2015-11-10","82",1
"960","2015-11-10","89",2
"961","2015-11-10","90",5
"962","2015-11-10","114",1
"963","2015-11-10","116",1
"964","2015-11-10","137",1
"965","2015-11-10","145",2
"966","2015-11-10","146",3
"967","2015-11-10","149",2
"968","2015-11-10",NA,11
"969","2015-11-11","79",1
"970","2015-11-11","81",2
"971","2015-11-11","82",1
"972","2015-11-11","83",1
"973","2015-11-11","88",1
"974","2015-11-11","89",1
"975","2015-11-11","90",1
"976","2015-11-11","116",1
"977","2015-11-11","148",1
"978","2015-11-11","150",2
"979","2015-11-11",NA,16
"980","2015-11-12","77",1
"981","2015-11-12","79",2
"982","2015-11-12","80",2
"983","2015-11-12","81",1
"984","2015-11-12","88",2
"985","2015-11-12","89",2
"986","2015-11-12","90",5
"987","2015-11-12","120",2
"988","2015-11-12","139",1
"989","2015-11-12","141",1
"990","2015-11-12","144",2
"991","2015-11-12","148",1
"992","2015-11-12",NA,21
"993","2015-11-13","78",2
"994","2015-11-13","79",1
