"","date_ymd","shift","region","n()"
"5585","2015-6-5","3","115",1
"5586","2015-6-5","3","116",1
"5587","2015-6-5","3","144",1
"5588","2015-6-5","3",NA,10
"5589","2015-6-6","1","79",1
"5590","2015-6-6","1","81",1
"5591","2015-6-6","1","82",1
"5592","2015-6-6","1","90",2
"5593","2015-6-6","1","114",1
"5594","2015-6-6","1","115",1
"5595","2015-6-6","1","150",1
"5596","2015-6-6","1",NA,5
"5597","2015-6-6","2","84",1
"5598","2015-6-6","2","109",1
"5599","2015-6-6","2","110",1
"5600","2015-6-6","2",NA,13
"5601","2015-6-6","3","81",1
"5602","2015-6-6","3","82",2
"5603","2015-6-6","3","89",1
"5604","2015-6-6","3","90",3
"5605","2015-6-6","3","111",1
"5606","2015-6-6","3","116",1
"5607","2015-6-6","3","139",1
"5608","2015-6-6","3","140",1
"5609","2015-6-6","3",NA,7
"5610","2015-6-7","1","80",2
"5611","2015-6-7","1","88",1
"5612","2015-6-7","1","90",1
"5613","2015-6-7","1","116",1
"5614","2015-6-7","1","150",1
"5615","2015-6-7","1",NA,3
"5616","2015-6-7","2","81",1
"5617","2015-6-7","2","89",1
"5618","2015-6-7","2","90",1
"5619","2015-6-7","2","107",1
"5620","2015-6-7","2","111",1
"5621","2015-6-7","2","139",1
"5622","2015-6-7","2",NA,10
"5623","2015-6-7","3","78",1
"5624","2015-6-7","3","81",1
"5625","2015-6-7","3","89",1
"5626","2015-6-7","3","110",1
"5627","2015-6-7","3","142",1
"5628","2015-6-7","3","148",1
"5629","2015-6-7","3",NA,10
"5630","2015-6-8","1","78",1
"5631","2015-6-8","1","79",1
"5632","2015-6-8","1","81",1
"5633","2015-6-8","1","82",1
"5634","2015-6-8","1","84",2
"5635","2015-6-8","1","89",1
"5636","2015-6-8","1","106",1
"5637","2015-6-8","1","120",2
"5638","2015-6-8","1",NA,4
"5639","2015-6-8","2","80",1
"5640","2015-6-8","2","89",2
"5641","2015-6-8","2",NA,9
"5642","2015-6-8","3","90",2
"5643","2015-6-8","3","137",1
"5644","2015-6-8","3","146",1
"5645","2015-6-8","3","150",1
"5646","2015-6-8","3",NA,8
"5647","2015-6-9","1","118",1
"5648","2015-6-9","1","145",1
"5649","2015-6-9","1","146",1
"5650","2015-6-9","1","149",1
"5651","2015-6-9","1",NA,1
"5652","2015-6-9","2","82",1
"5653","2015-6-9","2","84",2
"5654","2015-6-9","2","86",1
"5655","2015-6-9","2","88",1
"5656","2015-6-9","2","89",1
"5657","2015-6-9","2","138",1
"5658","2015-6-9","2","144",2
"5659","2015-6-9","2",NA,9
"5660","2015-6-9","3","82",1
"5661","2015-6-9","3","110",1
"5662","2015-6-9","3","114",1
"5663","2015-6-9","3","138",1
"5664","2015-6-9","3",NA,7
"5665","2015-7-1","1","77",1
"5666","2015-7-1","1","79",1
"5667","2015-7-1","1","115",1
"5668","2015-7-1","1","118",1
"5669","2015-7-1","1",NA,7
"5670","2015-7-1","2","79",1
"5671","2015-7-1","2","80",1
"5672","2015-7-1","2","90",1
"5673","2015-7-1","2","108",1
"5674","2015-7-1","2","110",1
"5675","2015-7-1","2","149",1
"5676","2015-7-1","2",NA,7
"5677","2015-7-1","3","76",1
"5678","2015-7-1","3","79",1
"5679","2015-7-1","3","89",1
"5680","2015-7-1","3","107",1
"5681","2015-7-1","3",NA,8
"5682","2015-7-10","1","82",2
"5683","2015-7-10","1","84",1
"5684","2015-7-10","1","90",3
"5685","2015-7-10","1","114",1
"5686","2015-7-10","1","116",1
"5687","2015-7-10","1","138",1
"5688","2015-7-10","1","139",1
"5689","2015-7-10","1",NA,5
"5690","2015-7-10","2","79",1
"5691","2015-7-10","2","86",1
"5692","2015-7-10","2","89",1
"5693","2015-7-10","2","120",1
"5694","2015-7-10","2","144",1
"5695","2015-7-10","2","146",1
"5696","2015-7-10","2",NA,12
"5697","2015-7-10","3","84",1
"5698","2015-7-10","3","107",1
"5699","2015-7-10","3","111",1
"5700","2015-7-10","3","114",1
"5701","2015-7-10","3","145",1
"5702","2015-7-10","3",NA,9
"5703","2015-7-11","1","87",1
"5704","2015-7-11","1","90",2
"5705","2015-7-11","1","113",1
"5706","2015-7-11","1","119",1
"5707","2015-7-11","1","145",1
"5708","2015-7-11","1",NA,9
"5709","2015-7-11","2","83",1
"5710","2015-7-11","2","89",1
"5711","2015-7-11","2","90",1
"5712","2015-7-11","2","107",1
"5713","2015-7-11","2","110",1
"5714","2015-7-11","2","112",1
"5715","2015-7-11","2","114",1
"5716","2015-7-11","2","115",1
"5717","2015-7-11","2","143",1
"5718","2015-7-11","2","144",1
"5719","2015-7-11","2",NA,9
"5720","2015-7-11","3","78",1
"5721","2015-7-11","3","79",1
"5722","2015-7-11","3","83",1
"5723","2015-7-11","3","89",1
"5724","2015-7-11","3","90",1
"5725","2015-7-11","3","111",1
"5726","2015-7-11","3","119",1
"5727","2015-7-11","3","120",1
"5728","2015-7-11","3","144",1
"5729","2015-7-11","3",NA,7
"5730","2015-7-12","1","77",1
"5731","2015-7-12","1","80",1
"5732","2015-7-12","1","81",1
"5733","2015-7-12","1","84",3
"5734","2015-7-12","1","90",1
"5735","2015-7-12","1","119",1
"5736","2015-7-12","1",NA,11
"5737","2015-7-12","2","83",1
"5738","2015-7-12","2","88",1
"5739","2015-7-12","2","89",1
"5740","2015-7-12","2","116",1
"5741","2015-7-12","2","138",1
"5742","2015-7-12","2","150",1
"5743","2015-7-12","2",NA,10
"5744","2015-7-12","3","83",1
"5745","2015-7-12","3","88",1
"5746","2015-7-12","3","89",1
"5747","2015-7-12","3","107",1
"5748","2015-7-12","3","114",1
"5749","2015-7-12","3","118",1
"5750","2015-7-12","3","119",2
"5751","2015-7-12","3","146",1
"5752","2015-7-12","3","149",2
"5753","2015-7-12","3",NA,11
"5754","2015-7-13","1","87",1
"5755","2015-7-13","1","88",1
"5756","2015-7-13","1","138",1
"5757","2015-7-13","1","139",1
"5758","2015-7-13","1","140",1
"5759","2015-7-13","1","146",1
"5760","2015-7-13","1",NA,10
"5761","2015-7-13","2","79",1
"5762","2015-7-13","2","81",1
"5763","2015-7-13","2","87",1
"5764","2015-7-13","2","90",2
"5765","2015-7-13","2","114",2
"5766","2015-7-13","2","120",1
"5767","2015-7-13","2",NA,11
"5768","2015-7-13","3","76",1
"5769","2015-7-13","3","83",1
"5770","2015-7-13","3","89",1
"5771","2015-7-13","3","90",1
"5772","2015-7-13","3","110",1
"5773","2015-7-13","3","119",1
"5774","2015-7-13","3","146",1
"5775","2015-7-13","3",NA,3
"5776","2015-7-14","1","80",1
"5777","2015-7-14","1","89",1
"5778","2015-7-14","1","90",2
"5779","2015-7-14","1","109",1
"5780","2015-7-14","1","146",1
"5781","2015-7-14","1","148",1
"5782","2015-7-14","1",NA,11
"5783","2015-7-14","2","79",1
"5784","2015-7-14","2","86",1
"5785","2015-7-14","2","87",1
"5786","2015-7-14","2","89",2
"5787","2015-7-14","2","90",1
"5788","2015-7-14","2","109",1
"5789","2015-7-14","2","112",1
"5790","2015-7-14","2","119",1
"5791","2015-7-14","2",NA,15
"5792","2015-7-14","3","79",1
"5793","2015-7-14","3","81",1
"5794","2015-7-14","3","89",1
"5795","2015-7-14","3","90",1
"5796","2015-7-14","3","114",1
"5797","2015-7-14","3","142",1
"5798","2015-7-14","3","145",1
"5799","2015-7-14","3",NA,8
"5800","2015-7-15","1","82",1
"5801","2015-7-15","1","87",1
"5802","2015-7-15","1","89",3
"5803","2015-7-15","1","90",2
"5804","2015-7-15","1","107",1
"5805","2015-7-15","1","115",1
"5806","2015-7-15","1","140",1
"5807","2015-7-15","1","146",1
"5808","2015-7-15","1",NA,6
"5809","2015-7-15","2","83",1
"5810","2015-7-15","2","90",1
"5811","2015-7-15","2","109",1
"5812","2015-7-15","2","114",1
"5813","2015-7-15","2","138",1
"5814","2015-7-15","2","139",1
"5815","2015-7-15","2","149",1
"5816","2015-7-15","2",NA,7
"5817","2015-7-15","3","83",1
"5818","2015-7-15","3","87",2
"5819","2015-7-15","3","89",1
"5820","2015-7-15","3","140",2
"5821","2015-7-15","3","148",1
"5822","2015-7-15","3",NA,7
"5823","2015-7-16","1","81",1
"5824","2015-7-16","1","82",1
"5825","2015-7-16","1","85",1
"5826","2015-7-16","1","86",1
"5827","2015-7-16","1","111",1
"5828","2015-7-16","1","117",1
"5829","2015-7-16","1","144",1
"5830","2015-7-16","1",NA,13
"5831","2015-7-16","2","80",1
"5832","2015-7-16","2","82",2
"5833","2015-7-16","2","89",2
"5834","2015-7-16","2","90",2
"5835","2015-7-16","2","109",1
"5836","2015-7-16","2","118",1
"5837","2015-7-16","2","146",1
"5838","2015-7-16","2",NA,10
"5839","2015-7-16","3","84",1
"5840","2015-7-16","3","86",1
"5841","2015-7-16","3","90",1
"5842","2015-7-16","3","112",2
"5843","2015-7-16","3","146",1
"5844","2015-7-16","3",NA,7
"5845","2015-7-17","1","81",1
"5846","2015-7-17","1","82",1
"5847","2015-7-17","1","87",1
"5848","2015-7-17","1","89",1
"5849","2015-7-17","1","107",1
"5850","2015-7-17","1","110",1
"5851","2015-7-17","1","117",1
"5852","2015-7-17","1","118",1
"5853","2015-7-17","1","119",1
"5854","2015-7-17","1","139",2
"5855","2015-7-17","1","146",1
"5856","2015-7-17","1",NA,9
"5857","2015-7-17","2","76",1
"5858","2015-7-17","2","78",1
"5859","2015-7-17","2","81",1
"5860","2015-7-17","2","90",1
"5861","2015-7-17","2","107",2
"5862","2015-7-17","2","119",1
"5863","2015-7-17","2","140",1
"5864","2015-7-17","2","147",1
"5865","2015-7-17","2",NA,10
"5866","2015-7-17","3","79",2
"5867","2015-7-17","3","86",1
"5868","2015-7-17","3","87",1
"5869","2015-7-17","3","90",2
"5870","2015-7-17","3","114",1
"5871","2015-7-17","3","120",1
"5872","2015-7-17","3","136",1
"5873","2015-7-17","3","138",2
"5874","2015-7-17","3","144",1
"5875","2015-7-17","3",NA,11
"5876","2015-7-18","1","112",1
"5877","2015-7-18","1","119",1
"5878","2015-7-18","1","139",1
"5879","2015-7-18","1",NA,8
"5880","2015-7-18","2","77",1
"5881","2015-7-18","2","83",1
"5882","2015-7-18","2","88",1
"5883","2015-7-18","2","90",1
"5884","2015-7-18","2","119",1
"5885","2015-7-18","2","141",1
"5886","2015-7-18","2","143",1
"5887","2015-7-18","2",NA,7
"5888","2015-7-18","3","77",1
"5889","2015-7-18","3","79",1
"5890","2015-7-18","3","80",1
"5891","2015-7-18","3","84",2
"5892","2015-7-18","3","90",1
"5893","2015-7-18","3","114",1
"5894","2015-7-18","3","144",1
"5895","2015-7-18","3","146",1
"5896","2015-7-18","3",NA,7
"5897","2015-7-19","1","84",1
"5898","2015-7-19","1","90",2
"5899","2015-7-19","1","150",1
"5900","2015-7-19","1",NA,7
"5901","2015-7-19","2","77",1
"5902","2015-7-19","2","79",1
"5903","2015-7-19","2","81",1
"5904","2015-7-19","2","88",1
"5905","2015-7-19","2","90",2
"5906","2015-7-19","2","114",1
"5907","2015-7-19","2","119",1
"5908","2015-7-19","2","137",1
"5909","2015-7-19","2","138",2
"5910","2015-7-19","2","149",1
"5911","2015-7-19","2",NA,8
"5912","2015-7-19","3","89",1
"5913","2015-7-19","3","90",1
"5914","2015-7-19","3","115",1
"5915","2015-7-19","3","137",1
"5916","2015-7-19","3","139",1
"5917","2015-7-19","3","143",1
"5918","2015-7-19","3","145",1
"5919","2015-7-19","3",NA,15
"5920","2015-7-2","1","90",1
"5921","2015-7-2","1","107",1
"5922","2015-7-2","1","114",1
"5923","2015-7-2","1","120",1
"5924","2015-7-2","1",NA,13
"5925","2015-7-2","2","79",1
"5926","2015-7-2","2","83",1
"5927","2015-7-2","2","86",1
"5928","2015-7-2","2","89",1
"5929","2015-7-2","2","90",1
"5930","2015-7-2","2","116",1
"5931","2015-7-2","2","119",1
"5932","2015-7-2","2","146",1
"5933","2015-7-2","2",NA,13
"5934","2015-7-2","3","89",1
"5935","2015-7-2","3","90",1
"5936","2015-7-2","3","110",1
"5937","2015-7-2","3","119",1
"5938","2015-7-2","3","137",2
"5939","2015-7-2","3","142",1
"5940","2015-7-2","3","143",1
"5941","2015-7-2","3","144",1
"5942","2015-7-2","3",NA,2
"5943","2015-7-20","1","77",1
"5944","2015-7-20","1","79",1
"5945","2015-7-20","1","84",1
"5946","2015-7-20","1","90",1
"5947","2015-7-20","1","106",1
"5948","2015-7-20","1","110",1
"5949","2015-7-20","1","136",1
"5950","2015-7-20","1",NA,5
"5951","2015-7-20","2","79",1
"5952","2015-7-20","2","87",1
"5953","2015-7-20","2","90",1
"5954","2015-7-20","2","109",1
"5955","2015-7-20","2","138",1
"5956","2015-7-20","2",NA,6
"5957","2015-7-20","3","90",1
"5958","2015-7-20","3","107",1
"5959","2015-7-20","3","111",1
"5960","2015-7-20","3","116",1
"5961","2015-7-20","3","138",1
"5962","2015-7-20","3","140",1
"5963","2015-7-20","3","146",1
"5964","2015-7-20","3",NA,6
"5965","2015-7-21","1","89",1
"5966","2015-7-21","1","90",1
"5967","2015-7-21","1","106",1
"5968","2015-7-21","1","112",1
"5969","2015-7-21","1","114",1
"5970","2015-7-21","1","117",1
"5971","2015-7-21","1","119",1
"5972","2015-7-21","1","120",1
"5973","2015-7-21","1",NA,6
"5974","2015-7-21","2","81",1
"5975","2015-7-21","2","112",1
"5976","2015-7-21","2","116",1
"5977","2015-7-21","2","137",1
"5978","2015-7-21","2",NA,7
"5979","2015-7-21","3","84",1
"5980","2015-7-21","3","90",2
"5981","2015-7-21","3","114",1
"5982","2015-7-21","3","116",1
"5983","2015-7-21","3","147",1
"5984","2015-7-21","3",NA,6
"5985","2015-7-22","1","89",1
"5986","2015-7-22","1","107",1
"5987","2015-7-22","1","110",2
"5988","2015-7-22","1","116",1
"5989","2015-7-22","1","136",1
"5990","2015-7-22","1",NA,10
"5991","2015-7-22","2","78",1
"5992","2015-7-22","2","81",1
"5993","2015-7-22","2","85",1
"5994","2015-7-22","2","86",1
"5995","2015-7-22","2","87",1
"5996","2015-7-22","2","88",1
"5997","2015-7-22","2","89",1
"5998","2015-7-22","2","90",1
"5999","2015-7-22","2","106",1
"6000","2015-7-22","2","109",1
"6001","2015-7-22","2","137",1
"6002","2015-7-22","2","148",1
"6003","2015-7-22","2","149",1
"6004","2015-7-22","2",NA,15
"6005","2015-7-22","3","79",1
"6006","2015-7-22","3","83",1
"6007","2015-7-22","3","87",1
"6008","2015-7-22","3","90",1
"6009","2015-7-22","3","108",1
"6010","2015-7-22","3","114",1
"6011","2015-7-22","3",NA,6
"6012","2015-7-23","1","83",1
"6013","2015-7-23","1","87",1
"6014","2015-7-23","1","90",1
"6015","2015-7-23","1",NA,11
"6016","2015-7-23","2","76",1
"6017","2015-7-23","2","82",1
"6018","2015-7-23","2","108",1
"6019","2015-7-23","2","114",2
"6020","2015-7-23","2","117",1
"6021","2015-7-23","2","118",1
"6022","2015-7-23","2","119",1
"6023","2015-7-23","2","139",1
"6024","2015-7-23","2","147",1
"6025","2015-7-23","2",NA,14
"6026","2015-7-23","3","90",1
"6027","2015-7-23","3","108",1
"6028","2015-7-23","3","116",1
"6029","2015-7-23","3","119",1
"6030","2015-7-23","3","146",1
"6031","2015-7-23","3",NA,7
"6032","2015-7-24","1","79",1
"6033","2015-7-24","1","81",1
"6034","2015-7-24","1","90",1
"6035","2015-7-24","1","108",1
"6036","2015-7-24","1","116",1
"6037","2015-7-24","1","118",1
"6038","2015-7-24","1","137",1
"6039","2015-7-24","1","146",1
"6040","2015-7-24","1",NA,10
"6041","2015-7-24","2","82",2
"6042","2015-7-24","2","89",1
"6043","2015-7-24","2","117",1
"6044","2015-7-24","2","120",1
"6045","2015-7-24","2","137",1
"6046","2015-7-24","2","144",1
"6047","2015-7-24","2","145",1
"6048","2015-7-24","2","146",2
"6049","2015-7-24","2","149",1
"6050","2015-7-24","2",NA,11
"6051","2015-7-24","3","77",1
"6052","2015-7-24","3","90",2
"6053","2015-7-24","3","107",1
"6054","2015-7-24","3","112",1
"6055","2015-7-24","3","119",1
"6056","2015-7-24","3","137",1
"6057","2015-7-24","3","142",1
"6058","2015-7-24","3","144",1
"6059","2015-7-24","3","149",1
"6060","2015-7-24","3",NA,9
"6061","2015-7-25","1","78",1
"6062","2015-7-25","1","81",1
"6063","2015-7-25","1","82",1
"6064","2015-7-25","1","83",1
"6065","2015-7-25","1","90",1
"6066","2015-7-25","1","118",1
"6067","2015-7-25","1","120",1
"6068","2015-7-25","1","147",1
"6069","2015-7-25","1",NA,4
"6070","2015-7-25","2","84",1
"6071","2015-7-25","2","87",1
"6072","2015-7-25","2","90",2
"6073","2015-7-25","2","111",1
"6074","2015-7-25","2","114",1
"6075","2015-7-25","2","117",1
"6076","2015-7-25","2","120",1
"6077","2015-7-25","2","136",1
"6078","2015-7-25","2","141",1
"6079","2015-7-25","2","142",1
"6080","2015-7-25","2","150",1
"6081","2015-7-25","2",NA,4
"6082","2015-7-25","3","84",1
"6083","2015-7-25","3","90",1
"6084","2015-7-25","3","117",2
"6085","2015-7-25","3",NA,9
"6086","2015-7-26","1","77",1
"6087","2015-7-26","1","80",1
"6088","2015-7-26","1","82",1
"6089","2015-7-26","1","88",1
"6090","2015-7-26","1","90",2
"6091","2015-7-26","1","139",1
"6092","2015-7-26","1",NA,9
"6093","2015-7-26","2","81",1
"6094","2015-7-26","2","88",1
"6095","2015-7-26","2","89",1
"6096","2015-7-26","2","90",2
"6097","2015-7-26","2","116",1
"6098","2015-7-26","2","117",1
"6099","2015-7-26","2","144",1
"6100","2015-7-26","2",NA,9
"6101","2015-7-26","3","82",2
"6102","2015-7-26","3","89",1
"6103","2015-7-26","3","90",1
"6104","2015-7-26","3","109",1
"6105","2015-7-26","3","120",1
"6106","2015-7-26","3",NA,7
"6107","2015-7-27","1","77",1
"6108","2015-7-27","1","82",1
"6109","2015-7-27","1","89",1
"6110","2015-7-27","1","106",1
"6111","2015-7-27","1","118",1
"6112","2015-7-27","1",NA,7
"6113","2015-7-27","2","89",2
"6114","2015-7-27","2","107",1
"6115","2015-7-27","2","114",1
"6116","2015-7-27","2","119",1
"6117","2015-7-27","2","120",1
"6118","2015-7-27","2","146",1
"6119","2015-7-27","2",NA,14
"6120","2015-7-27","3","77",1
"6121","2015-7-27","3","83",1
"6122","2015-7-27","3","108",1
"6123","2015-7-27","3","143",1
"6124","2015-7-27","3",NA,6
"6125","2015-7-28","1","88",1
"6126","2015-7-28","1","90",2
"6127","2015-7-28","1","117",1
"6128","2015-7-28","1",NA,9
"6129","2015-7-28","2","78",1
"6130","2015-7-28","2","88",2
"6131","2015-7-28","2","89",1
"6132","2015-7-28","2","90",1
"6133","2015-7-28","2","115",1
"6134","2015-7-28","2","117",2
"6135","2015-7-28","2","136",1
"6136","2015-7-28","2","142",1
"6137","2015-7-28","2","144",1
"6138","2015-7-28","2",NA,6
"6139","2015-7-28","3","77",1
"6140","2015-7-28","3","89",1
"6141","2015-7-28","3","116",1
"6142","2015-7-28","3","137",1
"6143","2015-7-28","3",NA,4
"6144","2015-7-29","1","77",1
"6145","2015-7-29","1","81",1
"6146","2015-7-29","1","89",1
"6147","2015-7-29","1","116",2
"6148","2015-7-29","1","117",2
"6149","2015-7-29","1","119",1
"6150","2015-7-29","1","139",1
"6151","2015-7-29","1",NA,8
"6152","2015-7-29","2","86",1
"6153","2015-7-29","2","88",2
"6154","2015-7-29","2","114",1
"6155","2015-7-29","2","117",1
"6156","2015-7-29","2","119",1
"6157","2015-7-29","2","137",2
"6158","2015-7-29","2",NA,10
"6159","2015-7-29","3","76",1
"6160","2015-7-29","3","120",1
"6161","2015-7-29","3","143",1
"6162","2015-7-29","3","146",1
"6163","2015-7-29","3",NA,1
"6164","2015-7-3","1","84",1
"6165","2015-7-3","1","88",1
"6166","2015-7-3","1","89",1
"6167","2015-7-3","1","90",1
"6168","2015-7-3","1","107",1
"6169","2015-7-3","1","139",1
"6170","2015-7-3","1","140",1
"6171","2015-7-3","1","141",1
"6172","2015-7-3","1","145",1
"6173","2015-7-3","1",NA,13
"6174","2015-7-3","2","79",1
"6175","2015-7-3","2","82",1
"6176","2015-7-3","2","89",1
"6177","2015-7-3","2","112",1
"6178","2015-7-3","2","120",1
"6179","2015-7-3","2","138",1
"6180","2015-7-3","2","139",1
"6181","2015-7-3","2","143",1
"6182","2015-7-3","2","145",1
"6183","2015-7-3","2",NA,12
"6184","2015-7-3","3","76",1
"6185","2015-7-3","3","82",2
"6186","2015-7-3","3","86",1
"6187","2015-7-3","3","89",2
"6188","2015-7-3","3","90",2
"6189","2015-7-3","3","112",1
"6190","2015-7-3","3","137",1
"6191","2015-7-3","3","140",1
"6192","2015-7-3","3","149",1
"6193","2015-7-3","3",NA,9
"6194","2015-7-30","1","79",1
"6195","2015-7-30","1","83",1
"6196","2015-7-30","1","108",1
"6197","2015-7-30","1","109",1
"6198","2015-7-30","1","110",1
"6199","2015-7-30","1","118",1
"6200","2015-7-30","1","138",1
"6201","2015-7-30","1","140",2
"6202","2015-7-30","1","143",1
"6203","2015-7-30","1",NA,5
"6204","2015-7-30","2","77",1
"6205","2015-7-30","2","79",2
"6206","2015-7-30","2","80",1
"6207","2015-7-30","2","87",1
"6208","2015-7-30","2","88",1
"6209","2015-7-30","2","89",1
"6210","2015-7-30","2","114",1
"6211","2015-7-30","2","142",1
"6212","2015-7-30","2",NA,14
"6213","2015-7-30","3","83",1
"6214","2015-7-30","3","88",1
"6215","2015-7-30","3","89",1
"6216","2015-7-30","3","90",2
"6217","2015-7-30","3","111",1
"6218","2015-7-30","3","113",1
"6219","2015-7-30","3","114",1
"6220","2015-7-30","3",NA,5
"6221","2015-7-31","1","83",1
"6222","2015-7-31","1","88",1
"6223","2015-7-31","1","90",2
"6224","2015-7-31","1","112",1
"6225","2015-7-31","1",NA,9
"6226","2015-7-31","2","79",1
"6227","2015-7-31","2","81",1
"6228","2015-7-31","2","89",2
"6229","2015-7-31","2","90",2
"6230","2015-7-31","2","113",1
"6231","2015-7-31","2","117",1
"6232","2015-7-31","2","118",1
"6233","2015-7-31","2","120",1
"6234","2015-7-31","2","137",1
"6235","2015-7-31","2","142",1
"6236","2015-7-31","2","147",1
"6237","2015-7-31","2",NA,5
"6238","2015-7-31","3","77",1
"6239","2015-7-31","3","79",1
"6240","2015-7-31","3","81",1
"6241","2015-7-31","3","82",1
"6242","2015-7-31","3","87",1
"6243","2015-7-31","3","88",2
"6244","2015-7-31","3","89",1
"6245","2015-7-31","3","119",1
"6246","2015-7-31","3",NA,8
"6247","2015-7-4","1","82",1
"6248","2015-7-4","1","90",1
"6249","2015-7-4","1","111",1
"6250","2015-7-4","1","146",1
"6251","2015-7-4","1",NA,6
"6252","2015-7-4","2","82",1
"6253","2015-7-4","2","90",2
"6254","2015-7-4","2","137",1
"6255","2015-7-4","2","149",1
"6256","2015-7-4","2",NA,9
"6257","2015-7-4","3","76",1
"6258","2015-7-4","3","80",1
"6259","2015-7-4","3","82",1
"6260","2015-7-4","3","88",3
"6261","2015-7-4","3","115",1
"6262","2015-7-4","3","138",1
"6263","2015-7-4","3","146",1
"6264","2015-7-4","3",NA,18
"6265","2015-7-5","1","78",1
"6266","2015-7-5","1","112",1
"6267","2015-7-5","1","118",1
"6268","2015-7-5","1","120",2
"6269","2015-7-5","1","150",1
"6270","2015-7-5","1",NA,4
"6271","2015-7-5","2","79",2
"6272","2015-7-5","2","80",1
"6273","2015-7-5","2","88",1
"6274","2015-7-5","2","89",1
"6275","2015-7-5","2","117",1
"6276","2015-7-5","2","118",1
"6277","2015-7-5","2","119",1
"6278","2015-7-5","2","139",1
"6279","2015-7-5","2","142",1
"6280","2015-7-5","2","148",1
"6281","2015-7-5","2",NA,5
"6282","2015-7-5","3","77",1
"6283","2015-7-5","3","82",1
"6284","2015-7-5","3","90",1
"6285","2015-7-5","3","141",2
"6286","2015-7-5","3","149",1
"6287","2015-7-5","3",NA,8
"6288","2015-7-6","1","79",1
"6289","2015-7-6","1","80",1
"6290","2015-7-6","1","89",1
"6291","2015-7-6","1","90",1
"6292","2015-7-6","1","110",1
"6293","2015-7-6","1","143",1
"6294","2015-7-6","1",NA,7
"6295","2015-7-6","2","79",1
"6296","2015-7-6","2","83",1
"6297","2015-7-6","2","84",1
"6298","2015-7-6","2","87",2
"6299","2015-7-6","2","88",1
"6300","2015-7-6","2","89",1
"6301","2015-7-6","2","90",1
"6302","2015-7-6","2","113",1
"6303","2015-7-6","2","118",2
"6304","2015-7-6","2","119",1
"6305","2015-7-6","2","139",1
"6306","2015-7-6","2",NA,12
"6307","2015-7-6","3","89",1
"6308","2015-7-6","3","90",1
"6309","2015-7-6","3","113",1
"6310","2015-7-6","3","117",1
"6311","2015-7-6","3",NA,11
"6312","2015-7-7","1","83",1
"6313","2015-7-7","1","112",1
"6314","2015-7-7","1","116",1
"6315","2015-7-7","1","117",1
"6316","2015-7-7","1","147",1
"6317","2015-7-7","1",NA,10
"6318","2015-7-7","2","81",1
"6319","2015-7-7","2","113",1
"6320","2015-7-7","2","114",1
"6321","2015-7-7","2","118",1
"6322","2015-7-7","2","140",1
"6323","2015-7-7","2","148",1
"6324","2015-7-7","2",NA,9
"6325","2015-7-7","3","81",1
"6326","2015-7-7","3","88",1
"6327","2015-7-7","3","114",1
"6328","2015-7-7","3",NA,3
"6329","2015-7-8","1","88",1
"6330","2015-7-8","1","89",1
"6331","2015-7-8","1","90",1
"6332","2015-7-8","1","119",2
"6333","2015-7-8","1","146",2
"6334","2015-7-8","1",NA,6
"6335","2015-7-8","2","78",1
"6336","2015-7-8","2","84",1
"6337","2015-7-8","2","112",1
"6338","2015-7-8","2","137",2
"6339","2015-7-8","2","139",1
"6340","2015-7-8","2",NA,12
"6341","2015-7-8","3","78",1
"6342","2015-7-8","3","84",1
"6343","2015-7-8","3","89",1
"6344","2015-7-8","3","138",1
"6345","2015-7-8","3","149",1
"6346","2015-7-8","3",NA,5
"6347","2015-7-9","1","84",1
"6348","2015-7-9","1","89",3
"6349","2015-7-9","1","90",2
"6350","2015-7-9","1",NA,10
"6351","2015-7-9","2","79",1
"6352","2015-7-9","2","84",2
"6353","2015-7-9","2","90",1
"6354","2015-7-9","2","118",1
"6355","2015-7-9","2","119",1
"6356","2015-7-9","2","120",1
"6357","2015-7-9","2","142",1
"6358","2015-7-9","2","143",1
"6359","2015-7-9","2",NA,13
"6360","2015-7-9","3","79",1
"6361","2015-7-9","3","86",1
"6362","2015-7-9","3","90",1
"6363","2015-7-9","3","107",1
"6364","2015-7-9","3","113",1
"6365","2015-7-9","3","115",2
"6366","2015-7-9","3","139",1
"6367","2015-7-9","3","146",1
"6368","2015-7-9","3",NA,5
"6369","2015-8-1","1","77",1
"6370","2015-8-1","1","80",1
"6371","2015-8-1","1","82",1
"6372","2015-8-1","1","89",1
"6373","2015-8-1","1","90",1
"6374","2015-8-1","1","108",2
"6375","2015-8-1","1","113",1
"6376","2015-8-1","1","116",1
"6377","2015-8-1","1","139",2
"6378","2015-8-1","1","144",1
"6379","2015-8-1","1","149",1
"6380","2015-8-1","1",NA,10
"6381","2015-8-1","2","82",1
"6382","2015-8-1","2","107",1
"6383","2015-8-1","2","109",1
"6384","2015-8-1","2","120",2
"6385","2015-8-1","2","139",1
"6386","2015-8-1","2","141",1
"6387","2015-8-1","2",NA,8
"6388","2015-8-1","3","76",1
"6389","2015-8-1","3","89",1
"6390","2015-8-1","3","90",3
"6391","2015-8-1","3","108",1
"6392","2015-8-1","3","140",1
"6393","2015-8-1","3","144",1
"6394","2015-8-1","3",NA,9
"6395","2015-8-10","1","79",1
"6396","2015-8-10","1","81",1
"6397","2015-8-10","1","84",1
"6398","2015-8-10","1","86",1
"6399","2015-8-10","1","88",1
"6400","2015-8-10","1","90",2
