"","date_ymd","region","count"
"1","2015-1-1","24",1
"2","2015-1-1","25",1
"3","2015-1-1","26",2
"4","2015-1-1","31",3
"5","2015-1-1","32",1
"6","2015-1-1","35",6
"7","2015-1-1","41",1
"8","2015-1-1","44",3
"9","2015-1-1","45",1
"10","2015-1-1","46",2
"11","2015-1-1","53",1
"12","2015-1-1","57",2
"13","2015-1-1","58",1
"14","2015-1-1","62",1
"15","2015-1-1","66",1
"16","2015-1-1","67",3
"17","2015-1-1","73",1
"18","2015-1-1","87",1
"19","2015-1-1",NA,3
"20","2015-1-10","23",1
"21","2015-1-10","24",1
"22","2015-1-10","25",3
"23","2015-1-10","26",1
"24","2015-1-10","32",3
"25","2015-1-10","34",1
"26","2015-1-10","35",4
"27","2015-1-10","43",1
"28","2015-1-10","45",2
"29","2015-1-10","46",1
"30","2015-1-10","47",1
"31","2015-1-10","52",1
"32","2015-1-10","53",1
"33","2015-1-10","56",1
"34","2015-1-10","63",2
"35","2015-1-10","68",1
"36","2015-1-10","73",1
"37","2015-1-10","83",1
"38","2015-1-10",NA,1
"39","2015-1-11","21",1
"40","2015-1-11","22",1
"41","2015-1-11","24",1
"42","2015-1-11","25",1
"43","2015-1-11","32",2
"44","2015-1-11","35",4
"45","2015-1-11","36",1
"46","2015-1-11","44",1
"47","2015-1-11","45",2
"48","2015-1-11","46",4
"49","2015-1-11","57",1
"50","2015-1-11","63",1
"51","2015-1-11","68",2
"52","2015-1-11","71",1
"53","2015-1-11","78",1
"54","2015-1-11","81",1
"55","2015-1-11","83",1
"56","2015-1-11","86",1
"57","2015-1-11",NA,1
"58","2015-1-12","21",1
"59","2015-1-12","24",1
"60","2015-1-12","25",1
"61","2015-1-12","31",2
"62","2015-1-12","34",1
"63","2015-1-12","35",4
"64","2015-1-12","46",3
"65","2015-1-12","47",1
"66","2015-1-12","51",1
"67","2015-1-12","53",1
"68","2015-1-12","56",3
"69","2015-1-12","62",1
"70","2015-1-12","67",1
"71","2015-1-12","71",2
"72","2015-1-12","72",1
"73","2015-1-12","73",1
"74","2015-1-12","76",1
"75","2015-1-12","77",1
"76","2015-1-12","81",1
"77","2015-1-12","83",3
"78","2015-1-12","87",1
"79","2015-1-12",NA,1
"80","2015-1-13","21",1
"81","2015-1-13","25",1
"82","2015-1-13","31",1
"83","2015-1-13","32",1
"84","2015-1-13","56",1
"85","2015-1-13","57",1
"86","2015-1-13","62",1
"87","2015-1-13","63",2
"88","2015-1-13","67",2
"89","2015-1-13","77",1
"90","2015-1-13","83",1
"91","2015-1-13",NA,2
"92","2015-1-14","11",1
"93","2015-1-14","22",1
"94","2015-1-14","25",3
"95","2015-1-14","35",1
"96","2015-1-14","36",1
"97","2015-1-14","45",1
"98","2015-1-14","46",3
"99","2015-1-14","47",1
"100","2015-1-14","51",1
"101","2015-1-14","53",1
"102","2015-1-14","56",2
"103","2015-1-14","58",2
"104","2015-1-14","61",2
"105","2015-1-14","63",2
"106","2015-1-14","83",1
"107","2015-1-15","14",1
"108","2015-1-15","21",1
"109","2015-1-15","22",1
"110","2015-1-15","25",1
"111","2015-1-15","31",1
"112","2015-1-15","32",1
"113","2015-1-15","34",1
"114","2015-1-15","35",1
"115","2015-1-15","46",1
"116","2015-1-15","52",1
"117","2015-1-15","53",1
"118","2015-1-15","56",2
"119","2015-1-15","57",2
"120","2015-1-15","58",1
"121","2015-1-15","63",2
"122","2015-1-15","73",1
"123","2015-1-15","76",1
"124","2015-1-15","83",1
"125","2015-1-15",NA,5
"126","2015-1-16","22",1
"127","2015-1-16","25",1
"128","2015-1-16","34",2
"129","2015-1-16","35",1
"130","2015-1-16","37",2
"131","2015-1-16","45",1
"132","2015-1-16","46",3
"133","2015-1-16","53",2
"134","2015-1-16","56",1
"135","2015-1-16","57",2
"136","2015-1-16","62",1
"137","2015-1-16","67",1
"138","2015-1-16","68",1
"139","2015-1-16","72",1
"140","2015-1-16","73",2
"141","2015-1-16","76",1
"142","2015-1-16","77",1
"143","2015-1-16","82",1
"144","2015-1-16","87",1
"145","2015-1-16","88",1
"146","2015-1-16",NA,3
"147","2015-1-17","14",1
"148","2015-1-17","21",2
"149","2015-1-17","24",2
"150","2015-1-17","26",2
"151","2015-1-17","31",2
"152","2015-1-17","35",2
"153","2015-1-17","45",1
"154","2015-1-17","46",1
"155","2015-1-17","47",1
"156","2015-1-17","51",1
"157","2015-1-17","52",2
"158","2015-1-17","53",1
"159","2015-1-17","56",2
"160","2015-1-17","57",1
"161","2015-1-17","61",1
"162","2015-1-17","63",1
"163","2015-1-17","67",1
"164","2015-1-17","68",2
"165","2015-1-17","72",2
"166","2015-1-17","73",1
"167","2015-1-17","76",1
"168","2015-1-17","77",1
"169","2015-1-17","81",1
"170","2015-1-17","83",1
"171","2015-1-17","88",1
"172","2015-1-17",NA,3
"173","2015-1-18","31",1
"174","2015-1-18","32",1
"175","2015-1-18","35",2
"176","2015-1-18","43",1
"177","2015-1-18","46",1
"178","2015-1-18","51",1
"179","2015-1-18","56",1
"180","2015-1-18","58",1
"181","2015-1-18","73",2
"182","2015-1-18",NA,1
"183","2015-1-19","22",1
"184","2015-1-19","23",1
"185","2015-1-19","26",1
"186","2015-1-19","27",1
"187","2015-1-19","31",1
"188","2015-1-19","34",1
"189","2015-1-19","35",2
"190","2015-1-19","46",1
"191","2015-1-19","53",2
"192","2015-1-19","63",1
"193","2015-1-19","67",1
"194","2015-1-19","73",2
"195","2015-1-19","77",1
"196","2015-1-19","83",3
"197","2015-1-19","88",1
"198","2015-1-19",NA,1
"199","2015-1-2","14",1
"200","2015-1-2","25",3
"201","2015-1-2","26",2
"202","2015-1-2","34",1
"203","2015-1-2","35",1
"204","2015-1-2","43",3
"205","2015-1-2","46",1
"206","2015-1-2","63",1
"207","2015-1-2","67",1
"208","2015-1-2","83",1
"209","2015-1-2",NA,2
"210","2015-1-20","22",1
"211","2015-1-20","24",1
"212","2015-1-20","25",3
"213","2015-1-20","26",1
"214","2015-1-20","31",2
"215","2015-1-20","32",1
"216","2015-1-20","35",1
"217","2015-1-20","36",1
"218","2015-1-20","42",2
"219","2015-1-20","44",1
"220","2015-1-20","46",2
"221","2015-1-20","48",1
"222","2015-1-20","52",1
"223","2015-1-20","56",2
"224","2015-1-20","57",2
"225","2015-1-20","58",1
"226","2015-1-20","62",2
"227","2015-1-20","63",2
"228","2015-1-20","76",2
"229","2015-1-20","77",1
"230","2015-1-20","86",2
"231","2015-1-20",NA,3
"232","2015-1-21","26",1
"233","2015-1-21","34",1
"234","2015-1-21","44",1
"235","2015-1-21","46",1
"236","2015-1-21","47",1
"237","2015-1-21","51",1
"238","2015-1-21","52",1
"239","2015-1-21","56",1
"240","2015-1-21","58",2
"241","2015-1-21","62",1
"242","2015-1-21","67",1
"243","2015-1-21","77",1
"244","2015-1-21","83",3
"245","2015-1-21","86",2
"246","2015-1-21",NA,6
"247","2015-1-22","26",1
"248","2015-1-22","31",1
"249","2015-1-22","34",1
"250","2015-1-22","35",2
"251","2015-1-22","42",1
"252","2015-1-22","46",1
"253","2015-1-22","53",2
"254","2015-1-22","57",1
"255","2015-1-22","58",1
"256","2015-1-22","62",1
"257","2015-1-22","63",3
"258","2015-1-22","67",1
"259","2015-1-22","76",1
"260","2015-1-22","82",1
"261","2015-1-22",NA,2
"262","2015-1-23","31",1
"263","2015-1-23","35",1
"264","2015-1-23","36",1
"265","2015-1-23","41",1
"266","2015-1-23","44",1
"267","2015-1-23","46",1
"268","2015-1-23","47",3
"269","2015-1-23","56",1
"270","2015-1-23","62",1
"271","2015-1-23","63",2
"272","2015-1-23","66",1
"273","2015-1-23","71",1
"274","2015-1-23","83",2
"275","2015-1-23",NA,1
"276","2015-1-24","25",1
"277","2015-1-24","41",1
"278","2015-1-24","46",1
"279","2015-1-24","53",3
"280","2015-1-24","56",2
"281","2015-1-24","58",1
"282","2015-1-24","62",1
"283","2015-1-24","63",1
"284","2015-1-24","66",1
"285","2015-1-24","67",1
"286","2015-1-24","78",1
"287","2015-1-24","83",2
"288","2015-1-24","86",2
"289","2015-1-24",NA,1
"290","2015-1-25","11",1
"291","2015-1-25","22",1
"292","2015-1-25","24",1
"293","2015-1-25","25",4
"294","2015-1-25","28",1
"295","2015-1-25","31",2
"296","2015-1-25","35",1
"297","2015-1-25","47",1
"298","2015-1-25","53",1
"299","2015-1-25","63",2
"300","2015-1-25","67",3
"301","2015-1-25","68",1
"302","2015-1-25","72",1
"303","2015-1-25","73",2
"304","2015-1-25","77",1
"305","2015-1-25",NA,3
"306","2015-1-26","15",1
"307","2015-1-26","16",1
"308","2015-1-26","21",2
"309","2015-1-26","22",1
"310","2015-1-26","25",2
"311","2015-1-26","26",3
"312","2015-1-26","32",1
"313","2015-1-26","34",1
"314","2015-1-26","35",1
"315","2015-1-26","36",1
"316","2015-1-26","41",1
"317","2015-1-26","44",1
"318","2015-1-26","45",2
"319","2015-1-26","46",1
"320","2015-1-26","51",1
"321","2015-1-26","56",1
"322","2015-1-26","57",1
"323","2015-1-26","66",1
"324","2015-1-26","76",3
"325","2015-1-26","78",1
"326","2015-1-26","86",2
"327","2015-1-26",NA,6
"328","2015-1-27","24",2
"329","2015-1-27","25",2
"330","2015-1-27","31",1
"331","2015-1-27","32",1
"332","2015-1-27","35",6
"333","2015-1-27","36",1
"334","2015-1-27","43",1
"335","2015-1-27","45",1
"336","2015-1-27","46",4
"337","2015-1-27","51",1
"338","2015-1-27","56",2
"339","2015-1-27","57",1
"340","2015-1-27","58",1
"341","2015-1-27","63",2
"342","2015-1-27","66",2
"343","2015-1-27",NA,2
"344","2015-1-28","15",1
"345","2015-1-28","25",1
"346","2015-1-28","26",3
"347","2015-1-28","31",1
"348","2015-1-28","35",1
"349","2015-1-28","36",1
"350","2015-1-28","44",1
"351","2015-1-28","45",2
"352","2015-1-28","46",2
"353","2015-1-28","47",1
"354","2015-1-28","57",1
"355","2015-1-28","58",2
"356","2015-1-28","62",1
"357","2015-1-28","67",2
"358","2015-1-28","68",1
"359","2015-1-28","72",1
"360","2015-1-28","83",1
"361","2015-1-28","86",1
"362","2015-1-28",NA,1
"363","2015-1-29","21",1
"364","2015-1-29","24",2
"365","2015-1-29","32",2
"366","2015-1-29","34",2
"367","2015-1-29","51",1
"368","2015-1-29","56",2
"369","2015-1-29","63",1
"370","2015-1-29","67",2
"371","2015-1-29","68",1
"372","2015-1-29","78",1
"373","2015-1-3","25",4
"374","2015-1-3","26",1
"375","2015-1-3","31",4
"376","2015-1-3","35",3
"377","2015-1-3","36",2
"378","2015-1-3","37",1
"379","2015-1-3","44",5
"380","2015-1-3","45",3
"381","2015-1-3","46",1
"382","2015-1-3","47",1
"383","2015-1-3","53",3
"384","2015-1-3","56",1
"385","2015-1-3","57",3
"386","2015-1-3","58",1
"387","2015-1-3","62",1
"388","2015-1-3","67",1
"389","2015-1-3","68",1
"390","2015-1-3","73",2
"391","2015-1-3","77",1
"392","2015-1-3","81",1
"393","2015-1-3","86",1
"394","2015-1-3","87",3
"395","2015-1-30","22",1
"396","2015-1-30","23",2
"397","2015-1-30","25",1
"398","2015-1-30","31",1
"399","2015-1-30","33",1
"400","2015-1-30","35",1
"401","2015-1-30","36",2
"402","2015-1-30","42",1
"403","2015-1-30","43",1
"404","2015-1-30","52",1
"405","2015-1-30","61",1
"406","2015-1-30","66",1
"407","2015-1-30","76",1
"408","2015-1-30","77",1
"409","2015-1-30","82",1
"410","2015-1-30","83",3
"411","2015-1-30","86",1
"412","2015-1-30","87",2
"413","2015-1-30","88",1
"414","2015-1-30",NA,1
"415","2015-1-31","21",1
"416","2015-1-31","24",2
"417","2015-1-31","25",2
"418","2015-1-31","35",5
"419","2015-1-31","36",1
"420","2015-1-31","44",1
"421","2015-1-31","56",2
"422","2015-1-31","57",1
"423","2015-1-31","62",1
"424","2015-1-31","63",1
"425","2015-1-31","77",1
"426","2015-1-31","86",1
"427","2015-1-31",NA,3
"428","2015-1-4","22",1
"429","2015-1-4","25",1
"430","2015-1-4","32",2
"431","2015-1-4","34",1
"432","2015-1-4","44",2
"433","2015-1-4","45",2
"434","2015-1-4","46",1
"435","2015-1-4","52",1
"436","2015-1-4","57",1
"437","2015-1-4","58",1
"438","2015-1-4","67",1
"439","2015-1-4","72",1
"440","2015-1-4","73",1
"441","2015-1-4","77",1
"442","2015-1-4","87",1
"443","2015-1-4",NA,4
"444","2015-1-5","24",2
"445","2015-1-5","25",3
"446","2015-1-5","31",1
"447","2015-1-5","35",3
"448","2015-1-5","41",1
"449","2015-1-5","42",1
"450","2015-1-5","45",1
"451","2015-1-5","56",1
"452","2015-1-5","63",1
"453","2015-1-5","67",2
"454","2015-1-5","68",2
"455","2015-1-5","88",1
"456","2015-1-5",NA,2
"457","2015-1-6","23",1
"458","2015-1-6","25",1
"459","2015-1-6","26",1
"460","2015-1-6","32",1
"461","2015-1-6","35",1
"462","2015-1-6","42",1
"463","2015-1-6","56",2
"464","2015-1-6","58",1
"465","2015-1-6","67",2
"466","2015-1-6","72",1
"467","2015-1-6","73",1
"468","2015-1-6","78",1
"469","2015-1-6","81",1
"470","2015-1-6",NA,1
"471","2015-1-7","12",1
"472","2015-1-7","15",2
"473","2015-1-7","21",1
"474","2015-1-7","22",1
"475","2015-1-7","25",2
"476","2015-1-7","31",1
"477","2015-1-7","33",1
"478","2015-1-7","34",1
"479","2015-1-7","35",3
"480","2015-1-7","36",2
"481","2015-1-7","45",1
"482","2015-1-7","51",1
"483","2015-1-7","56",1
"484","2015-1-7","57",1
"485","2015-1-7","58",1
"486","2015-1-7","73",1
"487","2015-1-7","77",1
"488","2015-1-7","86",1
"489","2015-1-8","24",2
"490","2015-1-8","25",1
"491","2015-1-8","31",3
"492","2015-1-8","32",2
"493","2015-1-8","34",1
"494","2015-1-8","35",2
"495","2015-1-8","43",1
"496","2015-1-8","45",1
"497","2015-1-8","46",2
"498","2015-1-8","47",2
"499","2015-1-8","51",1
"500","2015-1-8","53",1
"501","2015-1-8","61",1
"502","2015-1-8","66",1
"503","2015-1-8","67",2
"504","2015-1-8","72",1
"505","2015-1-8","73",1
"506","2015-1-8","81",1
"507","2015-1-8","83",3
"508","2015-1-8","88",1
"509","2015-1-8",NA,2
"510","2015-1-9","22",1
"511","2015-1-9","24",2
"512","2015-1-9","25",4
"513","2015-1-9","26",1
"514","2015-1-9","31",1
"515","2015-1-9","32",2
"516","2015-1-9","34",1
"517","2015-1-9","35",4
"518","2015-1-9","37",1
"519","2015-1-9","42",1
"520","2015-1-9","44",1
"521","2015-1-9","45",1
"522","2015-1-9","46",3
"523","2015-1-9","47",1
"524","2015-1-9","48",1
"525","2015-1-9","53",1
"526","2015-1-9","56",3
"527","2015-1-9","67",1
"528","2015-1-9","68",1
"529","2015-1-9","72",1
"530","2015-1-9","73",1
"531","2015-1-9","77",2
"532","2015-1-9","83",1
"533","2015-1-9","88",1
"534","2015-10-1","21",1
"535","2015-10-1","22",3
"536","2015-10-1","24",1
"537","2015-10-1","25",3
"538","2015-10-1","32",1
"539","2015-10-1","34",2
"540","2015-10-1","35",1
"541","2015-10-1","36",2
"542","2015-10-1","44",1
"543","2015-10-1","46",2
"544","2015-10-1","47",1
"545","2015-10-1","48",1
"546","2015-10-1","52",1
"547","2015-10-1","56",2
"548","2015-10-1","62",1
"549","2015-10-1","66",2
"550","2015-10-1","68",1
"551","2015-10-1","72",1
"552","2015-10-1","73",1
"553","2015-10-1","76",2
"554","2015-10-1","77",1
"555","2015-10-1","81",2
"556","2015-10-1","88",2
"557","2015-10-1",NA,4
"558","2015-10-10","21",1
"559","2015-10-10","23",1
"560","2015-10-10","31",1
"561","2015-10-10","32",1
"562","2015-10-10","35",2
"563","2015-10-10","44",1
"564","2015-10-10","45",2
"565","2015-10-10","46",1
"566","2015-10-10","47",1
"567","2015-10-10","56",1
"568","2015-10-10","57",1
"569","2015-10-10","67",3
"570","2015-10-10","73",1
"571","2015-10-10","76",1
"572","2015-10-10","88",1
"573","2015-10-10",NA,3
"574","2015-10-11","21",2
"575","2015-10-11","22",1
"576","2015-10-11","23",1
"577","2015-10-11","24",2
"578","2015-10-11","25",3
"579","2015-10-11","26",1
"580","2015-10-11","32",1
"581","2015-10-11","34",1
"582","2015-10-11","35",5
"583","2015-10-11","36",1
"584","2015-10-11","41",1
"585","2015-10-11","43",1
"586","2015-10-11","44",1
"587","2015-10-11","45",1
"588","2015-10-11","47",2
"589","2015-10-11","53",1
"590","2015-10-11","63",2
"591","2015-10-11","68",1
"592","2015-10-11","73",1
"593","2015-10-11","86",1
"594","2015-10-11",NA,2
"595","2015-10-12","11",1
"596","2015-10-12","15",1
"597","2015-10-12","21",2
"598","2015-10-12","23",1
"599","2015-10-12","24",1
"600","2015-10-12","25",2
"601","2015-10-12","27",1
"602","2015-10-12","31",4
"603","2015-10-12","32",1
"604","2015-10-12","35",1
"605","2015-10-12","36",1
"606","2015-10-12","42",1
"607","2015-10-12","45",1
"608","2015-10-12","46",2
"609","2015-10-12","56",2
"610","2015-10-12","57",1
"611","2015-10-12","62",1
"612","2015-10-12","63",2
"613","2015-10-12","67",2
"614","2015-10-12","76",1
"615","2015-10-12","81",1
"616","2015-10-12","83",1
"617","2015-10-12","86",1
"618","2015-10-12","87",1
"619","2015-10-12",NA,1
"620","2015-10-13","22",1
"621","2015-10-13","25",5
"622","2015-10-13","26",1
"623","2015-10-13","31",1
"624","2015-10-13","32",1
"625","2015-10-13","33",1
"626","2015-10-13","35",4
"627","2015-10-13","41",1
"628","2015-10-13","45",1
"629","2015-10-13","46",2
"630","2015-10-13","47",1
"631","2015-10-13","51",1
"632","2015-10-13","52",1
"633","2015-10-13","56",4
"634","2015-10-13","61",1
"635","2015-10-13","62",1
"636","2015-10-13","66",2
"637","2015-10-13","67",1
"638","2015-10-13","76",1
"639","2015-10-13","77",2
"640","2015-10-13","83",1
"641","2015-10-13","88",1
"642","2015-10-13",NA,2
"643","2015-10-14","25",2
"644","2015-10-14","26",1
"645","2015-10-14","31",2
"646","2015-10-14","35",1
"647","2015-10-14","43",1
"648","2015-10-14","51",1
"649","2015-10-14","53",1
"650","2015-10-14","63",2
"651","2015-10-14","66",2
"652","2015-10-14","67",1
"653","2015-10-14","72",1
"654","2015-10-14","82",1
"655","2015-10-14",NA,3
"656","2015-10-15","15",1
"657","2015-10-15","25",3
"658","2015-10-15","26",1
"659","2015-10-15","31",2
"660","2015-10-15","32",1
"661","2015-10-15","34",1
"662","2015-10-15","35",5
"663","2015-10-15","37",1
"664","2015-10-15","45",1
"665","2015-10-15","46",1
"666","2015-10-15","51",1
"667","2015-10-15","73",1
"668","2015-10-15","77",3
"669","2015-10-15","83",1
"670","2015-10-15","86",3
"671","2015-10-15","87",1
"672","2015-10-15",NA,1
"673","2015-10-16","12",1
"674","2015-10-16","22",1
"675","2015-10-16","24",1
"676","2015-10-16","25",1
"677","2015-10-16","26",2
"678","2015-10-16","32",2
"679","2015-10-16","34",1
"680","2015-10-16","35",1
"681","2015-10-16","36",1
"682","2015-10-16","45",1
"683","2015-10-16","52",2
"684","2015-10-16","53",1
"685","2015-10-16","56",2
"686","2015-10-16","57",2
"687","2015-10-16","58",1
"688","2015-10-16","61",2
"689","2015-10-16","66",1
"690","2015-10-16","67",1
"691","2015-10-16","72",1
"692","2015-10-16","73",1
"693","2015-10-16","77",3
"694","2015-10-16","82",1
"695","2015-10-16","83",1
"696","2015-10-16","86",1
"697","2015-10-16",NA,3
"698","2015-10-17","22",1
"699","2015-10-17","24",1
"700","2015-10-17","25",2
"701","2015-10-17","26",1
"702","2015-10-17","31",2
"703","2015-10-17","34",2
"704","2015-10-17","35",5
"705","2015-10-17","36",1
"706","2015-10-17","41",1
"707","2015-10-17","43",1
"708","2015-10-17","46",2
"709","2015-10-17","51",2
"710","2015-10-17","53",1
"711","2015-10-17","56",2
"712","2015-10-17","57",2
"713","2015-10-17","67",1
"714","2015-10-17","72",1
"715","2015-10-17","73",1
"716","2015-10-17","76",1
"717","2015-10-17","77",1
"718","2015-10-17","78",2
"719","2015-10-17","83",1
"720","2015-10-17","86",1
"721","2015-10-17","87",2
"722","2015-10-18","21",1
"723","2015-10-18","25",1
"724","2015-10-18","35",1
"725","2015-10-18","36",1
"726","2015-10-18","42",1
"727","2015-10-18","45",1
"728","2015-10-18","46",1
"729","2015-10-18","47",1
"730","2015-10-18","56",1
"731","2015-10-18","66",1
"732","2015-10-18","73",1
"733","2015-10-18","77",1
"734","2015-10-18","83",1
"735","2015-10-19","21",1
"736","2015-10-19","22",2
"737","2015-10-19","25",2
"738","2015-10-19","26",1
"739","2015-10-19","31",3
"740","2015-10-19","35",3
"741","2015-10-19","42",1
"742","2015-10-19","44",2
"743","2015-10-19","53",1
"744","2015-10-19","56",2
"745","2015-10-19","61",1
"746","2015-10-19","63",1
"747","2015-10-19","66",1
"748","2015-10-19","67",1
"749","2015-10-19","72",1
"750","2015-10-19","73",2
"751","2015-10-19","77",1
"752","2015-10-19","83",1
"753","2015-10-19","86",1
"754","2015-10-19",NA,4
"755","2015-10-2","24",2
"756","2015-10-2","25",2
"757","2015-10-2","31",2
"758","2015-10-2","32",1
"759","2015-10-2","34",1
"760","2015-10-2","36",2
"761","2015-10-2","41",1
"762","2015-10-2","42",1
"763","2015-10-2","43",1
"764","2015-10-2","46",1
"765","2015-10-2","51",1
"766","2015-10-2","53",1
"767","2015-10-2","56",1
"768","2015-10-2","57",1
"769","2015-10-2","61",1
"770","2015-10-2","63",1
"771","2015-10-2","66",1
"772","2015-10-2","67",2
"773","2015-10-2","68",1
"774","2015-10-2","73",2
"775","2015-10-2","78",1
"776","2015-10-2","82",2
"777","2015-10-2","83",3
"778","2015-10-2","86",1
"779","2015-10-2","87",1
"780","2015-10-20","11",1
"781","2015-10-20","12",1
"782","2015-10-20","15",1
"783","2015-10-20","22",1
"784","2015-10-20","25",4
"785","2015-10-20","32",1
"786","2015-10-20","34",1
"787","2015-10-20","35",2
"788","2015-10-20","41",2
"789","2015-10-20","45",1
"790","2015-10-20","46",1
"791","2015-10-20","47",1
"792","2015-10-20","51",1
"793","2015-10-20","53",1
"794","2015-10-20","56",5
"795","2015-10-20","61",1
"796","2015-10-20","66",1
"797","2015-10-20","67",1
"798","2015-10-20","81",1
"799","2015-10-20","82",2
"800","2015-10-20","83",2
"801","2015-10-20","87",1
"802","2015-10-20",NA,4
"803","2015-10-21","21",1
"804","2015-10-21","22",1
"805","2015-10-21","25",4
"806","2015-10-21","31",1
"807","2015-10-21","32",1
"808","2015-10-21","34",1
"809","2015-10-21","35",2
"810","2015-10-21","36",2
"811","2015-10-21","43",1
"812","2015-10-21","44",1
"813","2015-10-21","47",1
"814","2015-10-21","53",1
"815","2015-10-21","62",1
"816","2015-10-21","83",2
"817","2015-10-21","86",1
"818","2015-10-21",NA,3
"819","2015-10-22","25",1
"820","2015-10-22","31",2
"821","2015-10-22","34",2
"822","2015-10-22","35",2
"823","2015-10-22","36",2
"824","2015-10-22","41",1
"825","2015-10-22","45",1
"826","2015-10-22","52",3
"827","2015-10-22","73",1
"828","2015-10-22","77",1
"829","2015-10-22","78",1
"830","2015-10-22","83",1
"831","2015-10-22","88",2
"832","2015-10-22",NA,2
"833","2015-10-23","12",1
"834","2015-10-23","15",1
"835","2015-10-23","16",1
"836","2015-10-23","24",1
"837","2015-10-23","25",3
"838","2015-10-23","26",1
"839","2015-10-23","31",4
"840","2015-10-23","34",1
"841","2015-10-23","35",3
"842","2015-10-23","38",1
"843","2015-10-23","41",2
"844","2015-10-23","43",1
"845","2015-10-23","47",1
"846","2015-10-23","62",1
"847","2015-10-23","66",1
"848","2015-10-23","68",1
"849","2015-10-23","71",1
"850","2015-10-23","72",1
"851","2015-10-23","76",1
"852","2015-10-23","77",2
"853","2015-10-23","88",1
"854","2015-10-23",NA,1
"855","2015-10-24","11",1
"856","2015-10-24","21",1
"857","2015-10-24","24",1
"858","2015-10-24","25",2
"859","2015-10-24","31",1
"860","2015-10-24","33",1
"861","2015-10-24","34",1
"862","2015-10-24","35",4
"863","2015-10-24","47",2
"864","2015-10-24","51",1
"865","2015-10-24","63",1
"866","2015-10-24","67",1
"867","2015-10-24","72",1
"868","2015-10-24","81",1
"869","2015-10-24","82",1
"870","2015-10-24","83",1
"871","2015-10-24","86",1
"872","2015-10-24",NA,5
"873","2015-10-25","22",1
"874","2015-10-25","24",1
"875","2015-10-25","25",2
"876","2015-10-25","26",1
"877","2015-10-25","31",2
"878","2015-10-25","33",1
"879","2015-10-25","34",1
"880","2015-10-25","35",2
"881","2015-10-25","36",1
"882","2015-10-25","37",1
"883","2015-10-25","41",1
"884","2015-10-25","43",1
"885","2015-10-25","45",1
"886","2015-10-25","46",1
"887","2015-10-25","53",1
"888","2015-10-25","56",1
"889","2015-10-25","63",1
"890","2015-10-25","66",2
"891","2015-10-25","67",1
"892","2015-10-26","21",1
"893","2015-10-26","22",1
"894","2015-10-26","25",1
"895","2015-10-26","35",1
"896","2015-10-26","43",1
"897","2015-10-26","52",1
"898","2015-10-26","53",2
"899","2015-10-26","58",1
"900","2015-10-26","63",1
"901","2015-10-26","67",1
"902","2015-10-26","68",1
"903","2015-10-26","76",1
"904","2015-10-26","77",1
"905","2015-10-26","87",2
"906","2015-10-26",NA,2
"907","2015-10-27","21",3
"908","2015-10-27","24",1
"909","2015-10-27","25",3
"910","2015-10-27","26",1
"911","2015-10-27","31",2
"912","2015-10-27","32",6
"913","2015-10-27","35",4
"914","2015-10-27","42",1
"915","2015-10-27","43",2
"916","2015-10-27","44",1
"917","2015-10-27","45",1
"918","2015-10-27","46",1
"919","2015-10-27","51",1
"920","2015-10-27","52",2
"921","2015-10-27","53",1
"922","2015-10-27","57",1
"923","2015-10-27","58",1
"924","2015-10-27","61",1
"925","2015-10-27","63",1
"926","2015-10-27","66",2
"927","2015-10-27","67",2
"928","2015-10-27","68",1
"929","2015-10-27","73",1
"930","2015-10-27","81",8
"931","2015-10-27","82",1
"932","2015-10-27","83",1
"933","2015-10-27","86",1
"934","2015-10-27",NA,5
"935","2015-10-28","15",1
"936","2015-10-28","24",1
"937","2015-10-28","25",5
"938","2015-10-28","26",2
"939","2015-10-28","35",2
"940","2015-10-28","42",1
"941","2015-10-28","43",1
"942","2015-10-28","44",1
"943","2015-10-28","45",1
"944","2015-10-28","46",1
"945","2015-10-28","47",2
"946","2015-10-28","51",1
"947","2015-10-28","56",2
"948","2015-10-28","57",1
"949","2015-10-28","58",1
"950","2015-10-28","63",1
"951","2015-10-28","67",4
"952","2015-10-28","77",1
"953","2015-10-28","78",1
"954","2015-10-28","81",2
"955","2015-10-28","83",1
"956","2015-10-28","87",2
"957","2015-10-28",NA,1
"958","2015-10-29","15",1
"959","2015-10-29","24",1
"960","2015-10-29","25",1
"961","2015-10-29","26",1
"962","2015-10-29","32",1
"963","2015-10-29","35",1
"964","2015-10-29","36",1
"965","2015-10-29","41",1
"966","2015-10-29","46",1
"967","2015-10-29","58",1
"968","2015-10-29","63",1
"969","2015-10-29","66",1
"970","2015-10-29","72",1
"971","2015-10-29","73",1
"972","2015-10-29","76",1
"973","2015-10-29","77",1
"974","2015-10-29","82",1
"975","2015-10-29","83",2
"976","2015-10-29","86",2
"977","2015-10-29",NA,2
"978","2015-10-3","11",1
"979","2015-10-3","15",1
"980","2015-10-3","21",2
"981","2015-10-3","22",1
"982","2015-10-3","24",2
"983","2015-10-3","25",2
"984","2015-10-3","26",1
"985","2015-10-3","31",2
"986","2015-10-3","34",1
"987","2015-10-3","35",3
"988","2015-10-3","44",2
"989","2015-10-3","45",1
"990","2015-10-3","51",2
"991","2015-10-3","53",1
"992","2015-10-3","56",3
"993","2015-10-3","57",1
"994","2015-10-3","58",1
"995","2015-10-3","62",1
