"","month_2","region","count"
"544",16,"54",7
"545",16,"56",5
"546",16,"57",2
"547",16,"58",1
"548",17,"11",3
"549",17,"12",7
"550",17,"13",16
"551",17,"14",14
"552",17,"15",27
"553",17,"16",17
"554",17,"17",15
"555",17,"18",19
"556",17,"19",30
"557",17,"20",40
"558",17,"21",22
"559",17,"22",11
"560",17,"23",10
"561",17,"24",2
"562",17,"25",17
"563",17,"26",10
"564",17,"27",5
"565",17,"28",1
"566",17,"29",5
"567",17,"30",3
"568",17,"44",1
"569",17,"45",2
"570",17,"46",2
"571",17,"47",10
"572",17,"48",5
"573",17,"49",7
"574",17,"50",4
"575",17,"52",10
"576",17,"53",9
"577",17,"54",7
"578",17,"56",3
"579",17,"57",2
"580",18,"6",1
"581",18,"8",1
"582",18,"11",7
"583",18,"12",8
"584",18,"13",17
"585",18,"14",12
"586",18,"15",23
"587",18,"16",16
"588",18,"17",6
"589",18,"18",13
"590",18,"19",26
"591",18,"20",29
"592",18,"21",17
"593",18,"22",6
"594",18,"23",5
"595",18,"24",3
"596",18,"25",13
"597",18,"26",11
"598",18,"27",8
"599",18,"28",1
"600",18,"29",5
"601",18,"30",1
"602",18,"44",1
"603",18,"45",3
"604",18,"46",4
"605",18,"47",10
"606",18,"48",4
"607",18,"49",4
"608",18,"50",5
"609",18,"51",1
"610",18,"52",6
"611",18,"53",9
"612",18,"54",5
"613",18,"55",1
"614",18,"56",2
"615",18,"57",1
"616",19,"6",3
"617",19,"11",5
"618",19,"12",13
"619",19,"13",13
"620",19,"14",15
"621",19,"15",22
"622",19,"16",9
"623",19,"17",7
"624",19,"18",12
"625",19,"19",39
"626",19,"20",30
"627",19,"21",17
"628",19,"22",8
"629",19,"23",9
"630",19,"25",13
"631",19,"26",16
"632",19,"27",3
"633",19,"28",1
"634",19,"29",6
"635",19,"30",3
"636",19,"45",1
"637",19,"46",2
"638",19,"47",9
"639",19,"48",4
"640",19,"49",6
"641",19,"50",3
"642",19,"51",3
"643",19,"52",9
"644",19,"53",7
"645",19,"54",7
"646",19,"55",4
"647",19,"56",10
"648",19,"57",3
"649",20,"11",8
"650",20,"12",6
"651",20,"13",11
"652",20,"14",12
"653",20,"15",16
"654",20,"16",16
"655",20,"17",6
"656",20,"18",21
"657",20,"19",40
"658",20,"20",32
"659",20,"21",16
"660",20,"22",10
"661",20,"23",5
"662",20,"24",4
"663",20,"25",4
"664",20,"26",11
"665",20,"27",3
"666",20,"28",6
"667",20,"29",3
"668",20,"30",3
"669",20,"45",4
"670",20,"46",3
"671",20,"47",10
"672",20,"48",4
"673",20,"49",3
"674",20,"50",5
"675",20,"52",5
"676",20,"53",6
"677",20,"54",4
"678",20,"56",6
"679",20,"57",1
"680",21,"5",2
"681",21,"11",2
"682",21,"12",12
"683",21,"13",15
"684",21,"14",9
"685",21,"15",12
"686",21,"16",18
"687",21,"17",13
"688",21,"18",21
"689",21,"19",44
"690",21,"20",29
"691",21,"21",19
"692",21,"22",10
"693",21,"23",6
"694",21,"24",7
"695",21,"25",6
"696",21,"26",15
"697",21,"27",3
"698",21,"28",2
"699",21,"29",5
"700",21,"30",1
"701",21,"45",6
"702",21,"46",3
"703",21,"47",7
"704",21,"48",3
"705",21,"49",4
"706",21,"50",9
"707",21,"51",1
"708",21,"52",7
"709",21,"53",6
"710",21,"54",12
"711",21,"56",5
"712",21,"57",3
"713",21,"58",1
"714",22,"5",1
"715",22,"6",1
"716",22,"11",4
"717",22,"12",8
"718",22,"13",18
"719",22,"14",7
"720",22,"15",21
"721",22,"16",12
"722",22,"17",7
"723",22,"18",18
"724",22,"19",42
"725",22,"20",34
"726",22,"21",24
"727",22,"22",9
"728",22,"23",7
"729",22,"24",2
"730",22,"25",7
"731",22,"26",12
"732",22,"27",4
"733",22,"28",4
"734",22,"29",5
"735",22,"30",1
"736",22,"45",2
"737",22,"46",4
"738",22,"47",5
"739",22,"48",2
"740",22,"49",2
"741",22,"50",4
"742",22,"51",1
"743",22,"52",4
"744",22,"53",7
"745",22,"54",8
"746",22,"55",2
"747",22,"56",1
"748",22,"58",1
"749",22,NA,1
"750",23,"9",1
"751",23,"11",9
"752",23,"12",8
"753",23,"13",15
"754",23,"14",14
"755",23,"15",13
"756",23,"16",24
"757",23,"17",19
"758",23,"18",17
"759",23,"19",43
"760",23,"20",31
"761",23,"21",18
"762",23,"23",6
"763",23,"24",1
"764",23,"25",11
"765",23,"26",10
"766",23,"27",6
"767",23,"28",4
"768",23,"29",3
"769",23,"30",2
"770",23,"44",1
"771",23,"45",8
"772",23,"46",2
"773",23,"47",5
"774",23,"48",2
"775",23,"49",6
"776",23,"50",4
"777",23,"52",4
"778",23,"53",4
"779",23,"54",4
"780",23,"55",4
"781",23,"56",2
"782",23,"58",1
"783",24,"11",8
